TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN
TXT5110,48.0,235.0,,,
TXT5111,47.0,241.0,,,
TXT5112,38.0,172.0,,,
TXT5113,76.0,649.0,,,
TXT5114,99.0,657.0,,,
TXT5115,8.0,38.0,,,
TXT5116,47.0,443.0,,,
TXT5117,36.0,198.0,,,
TXT5118,50.0,258.0,,,
TXT5119,39.0,200.0,,,
TXT5120,58.0,239.0,,,
TXT5121,40.0,261.0,,,
TXT5122,48.0,314.0,,,
TXT5123,40.0,209.0,,,
TXT5124,35.0,188.0,,,
TXT5125,48.0,265.0,,,
TXT5126,41.0,181.0,,,
TXT5127,75.0,412.0,,,
TXT5128,52.0,507.0,,,
TXT5129,66.0,364.0,,,
TXT5130,1.0,3.0,,,
TXT5131,15.0,91.0,,,
TXT5132,9.0,30.0,,,
TXT5133,4.0,18.0,,,
TXT5134,36.0,222.0,,,
TXT5135,31.0,162.0,,,
TXT5136,64.0,311.0,,,
TXT5137,50.0,339.0,,,
TXT5138,47.0,185.0,,,
TXT5139,13.0,68.0,,,
TXT5140,33.0,174.0,,,
TXT5141,11.0,110.0,,,
TXT5142,25.0,268.0,,,
TXT5143,45.0,427.0,,,
TXT5144,89.0,862.0,,,
TXT5145,72.0,615.0,,,
TXT5146,64.0,718.0,,,
TXT5147,69.0,732.0,,,
TXT5148,64.0,503.0,,,
TXT5149,97.0,752.0,,,
TXT5150,90.0,775.0,,,
TXT5151,49.0,373.0,,,
TXT5152,66.0,640.0,,,
TXT5153,131.0,1188.0,,,
TXT5154,55.0,480.0,,,
TXT5155,37.0,401.0,,,
TXT5156,93.0,762.0,,,
TXT5157,96.0,614.0,,,
TXT5158,68.0,431.0,,,
TXT5159,74.0,559.0,,,
TXT5160,74.0,614.0,,,
TXT5161,87.0,607.0,,,
TXT5162,58.0,444.0,,,
TXT5163,70.0,556.0,,,
TXT5164,63.0,683.0,,,
TXT5165,84.0,511.0,,,
TXT5166,54.0,402.0,,,
TXT5167,62.0,538.0,,,
TXT5168,58.0,459.0,,,
TXT5169,45.0,473.0,,,
TXT5170,84.0,803.0,,,
TXT5171,76.0,824.0,,,
TXT5172,49.0,400.0,,,
TXT5173,112.0,889.0,,,
TXT5174,52.0,546.0,,,
TXT5175,102.0,988.0,,,
TXT5176,76.0,1034.0,,,
TXT5177,65.0,604.0,,,
TXT5178,47.0,404.0,,,
TXT5179,65.0,611.0,,,
TXT5180,120.0,894.0,,,
TXT5181,56.0,553.0,,,
TXT5182,86.0,808.0,,,
TXT5183,73.0,725.0,,,
TXT5184,52.0,413.0,,,
TXT5185,77.0,893.0,,,
TXT5186,66.0,611.0,,,
TXT5187,57.0,486.0,,,
TXT5188,102.0,708.0,,,
TXT5189,92.0,936.0,,,
TXT5190,80.0,470.0,,,
TXT5191,73.0,388.0,,,
TXT5192,67.0,758.0,,,
TXT5193,51.0,497.0,,,
TXT5194,80.0,814.0,,,
TXT5195,93.0,853.0,,,
TXT5196,63.0,501.0,,,
TXT5197,49.0,435.0,,,
TXT5198,66.0,517.0,,,
TXT5199,70.0,897.0,,,
TXT5200,73.0,410.0,,,
TXT5201,60.0,721.0,,,
TXT5202,47.0,389.0,,,
TXT5203,27.0,210.0,,,
TXT5204,68.0,743.0,,,
TXT5205,63.0,686.0,,,
TXT5206,52.0,387.0,,,
TXT5207,56.0,582.0,,,
TXT5208,53.0,613.0,,,
TXT5209,85.0,639.0,,,
TXT5210,76.0,571.0,,,
TXT5211,78.0,851.0,,,
TXT5212,58.0,671.0,,,
TXT5213,65.0,540.0,,,
TXT5214,84.0,710.0,,,
TXT5215,71.0,773.0,,,
TXT5216,67.0,666.0,,,
TXT5217,61.0,429.0,,,
TXT5218,80.0,789.0,,,
TXT5219,45.0,404.0,,,
TXT5220,141.0,834.0,,,
TXT5221,73.0,399.0,,,
TXT5222,39.0,292.0,,,
TXT5223,65.0,423.0,,,
TXT5224,73.0,778.0,,,
TXT5225,90.0,639.0,,,
TXT5226,1.0,25.0,,,
TXT5227,58.0,538.0,,,
TXT5228,73.0,620.0,,,
TXT5229,74.0,604.0,,,
TXT5230,58.0,608.0,,,
TXT5231,48.0,414.0,,,
TXT5232,74.0,507.0,,,
TXT5233,88.0,746.0,,,
TXT5234,54.0,502.0,,,
TXT5235,61.0,493.0,,,
TXT5236,59.0,588.0,,,
TXT5237,44.0,332.0,,,
TXT5238,45.0,496.0,,,
TXT5239,103.0,801.0,,,
TXT5240,60.0,533.0,,,
TXT5241,81.0,788.0,,,
TXT5242,87.0,733.0,,,
TXT5243,59.0,625.0,,,
TXT5244,17.0,175.0,,,
TXT5245,47.0,606.0,,,
TXT5246,41.0,285.0,,,
TXT5247,58.0,589.0,,,
TXT5248,63.0,803.0,,,
TXT5249,52.0,635.0,,,
TXT5250,72.0,615.0,,,
TXT5251,29.0,257.0,,,
TXT5252,50.0,430.0,,,
TXT5253,75.0,460.0,,,
TXT5254,58.0,345.0,,,
TXT5255,52.0,319.0,,,
TXT5256,52.0,424.0,,,
TXT5257,64.0,512.0,,,
TXT5258,43.0,418.0,,,
TXT5259,69.0,433.0,,,
TXT5260,56.0,399.0,,,
TXT5261,54.0,431.0,,,
TXT5262,69.0,411.0,,,
TXT5263,73.0,574.0,,,
TXT5264,53.0,369.0,,,
TXT5265,46.0,399.0,,,
TXT5266,53.0,411.0,,,
TXT5267,116.0,520.0,,,
TXT5268,48.0,265.0,,,
TXT5269,87.0,503.0,,,
TXT5270,34.0,366.0,,,
TXT5271,66.0,474.0,,,
TXT5272,64.0,467.0,,,
TXT5273,53.0,458.0,,,
TXT5274,74.0,506.0,,,
TXT5275,34.0,392.0,,,
TXT5276,56.0,365.0,,,
TXT5277,73.0,386.0,,,
TXT5278,83.0,406.0,,,
TXT5279,62.0,427.0,,,
TXT5280,55.0,440.0,,,
TXT5281,47.0,375.0,,,
TXT5282,79.0,600.0,,,
TXT5283,78.0,387.0,,,
TXT5284,58.0,474.0,,,
TXT5285,46.0,353.0,,,
TXT5286,68.0,425.0,,,
TXT5287,38.0,417.0,,,
TXT5288,62.0,482.0,,,
TXT5289,45.0,356.0,,,
TXT5290,64.0,554.0,,,
TXT5291,73.0,469.0,,,
TXT5292,74.0,439.0,,,
TXT5293,53.0,301.0,,,
TXT5294,93.0,535.0,,,
TXT5295,47.0,392.0,,,
TXT5296,31.0,352.0,,,
TXT5297,38.0,297.0,,,
TXT5298,60.0,284.0,,,
TXT5299,32.0,274.0,,,
TXT5300,47.0,335.0,,,
TXT5301,55.0,384.0,,,
TXT5302,78.0,416.0,,,
TXT5303,76.0,535.0,,,
TXT5304,75.0,546.0,,,
TXT5305,56.0,311.0,,,
TXT5306,36.0,279.0,,,
TXT5307,11.0,180.0,,,
TXT5308,67.0,480.0,,,
TXT5309,70.0,397.0,,,
TXT5310,66.0,372.0,,,
TXT5311,82.0,453.0,,,
TXT5312,81.0,391.0,,,
TXT5313,91.0,489.0,,,
TXT5314,101.0,557.0,,,
TXT5315,67.0,381.0,,,
TXT5316,44.0,385.0,,,
TXT5317,52.0,342.0,,,
TXT5318,82.0,586.0,,,
TXT5319,108.0,762.0,,,
TXT5320,77.0,317.0,,,
TXT5321,26.0,262.0,,,
TXT5322,48.0,371.0,,,
TXT5323,60.0,412.0,,,
TXT5324,66.0,343.0,,,
TXT5325,71.0,356.0,,,
TXT5326,67.0,510.0,,,
TXT5327,18.0,237.0,,,
TXT5328,1.0,5.0,,,
TXT5329,50.0,341.0,,,
TXT5330,53.0,335.0,,,
TXT5331,66.0,841.0,,,
TXT5332,40.0,258.0,,,
TXT5333,100.0,823.0,,,
TXT5334,73.0,510.0,,,
TXT5335,437.0,3089.0,,,
TXT5336,46.0,443.0,,,
TXT5337,94.0,838.0,,,
TXT5338,50.0,356.0,,,
TXT5339,51.0,406.0,,,
TXT5340,54.0,422.0,,,
TXT5341,72.0,573.0,,,
TXT5342,77.0,535.0,,,
TXT5343,62.0,385.0,,,
TXT5344,37.0,320.0,,,
TXT5345,82.0,516.0,,,
TXT5346,75.0,534.0,,,
TXT5347,72.0,686.0,,,
TXT5348,328.0,2918.0,,,
TXT5349,76.0,610.0,,,
TXT5350,53.0,478.0,,,
TXT5351,40.0,352.0,,,
TXT5352,44.0,566.0,,,
TXT5353,67.0,479.0,,,
TXT5354,76.0,571.0,,,
TXT5355,59.0,436.0,,,
TXT5356,70.0,599.0,,,
TXT5357,62.0,671.0,,,
TXT5358,75.0,632.0,,,
TXT5359,50.0,369.0,,,
TXT5360,21.0,248.0,,,
TXT5361,89.0,685.0,,,
TXT5362,18.0,212.0,,,
TXT5363,65.0,562.0,,,
TXT5364,42.0,303.0,,,
TXT5365,62.0,461.0,,,
TXT5366,43.0,340.0,,,
TXT5367,63.0,563.0,,,
TXT5368,89.0,736.0,,,
TXT5369,69.0,554.0,,,
TXT5370,74.0,633.0,,,
TXT5371,52.0,452.0,,,
TXT5372,75.0,608.0,,,
TXT5373,70.0,502.0,,,
TXT5374,63.0,520.0,,,
TXT5375,49.0,367.0,,,
TXT5376,53.0,421.0,,,
TXT5377,44.0,319.0,,,
TXT5378,75.0,656.0,,,
TXT5379,54.0,398.0,,,
TXT5380,45.0,450.0,,,
TXT5381,56.0,428.0,,,
TXT5382,93.0,861.0,,,
TXT5383,18.0,211.0,,,
TXT5384,80.0,700.0,,,
TXT5385,38.0,315.0,,,
TXT5386,68.0,517.0,,,
TXT5387,47.0,423.0,,,
TXT5388,20.0,210.0,,,
TXT5389,48.0,416.0,,,
TXT5390,74.0,723.0,,,
TXT5391,295.0,2187.0,,,
TXT5392,59.0,368.0,,,
TXT5393,90.0,617.0,,,
TXT5394,51.0,406.0,,,
TXT5395,55.0,450.0,,,
TXT5396,63.0,269.0,,,
TXT5397,46.0,413.0,,,
TXT5398,90.0,837.0,,,
TXT5399,50.0,453.0,,,
TXT5400,83.0,824.0,,,
TXT5401,37.0,383.0,,,
TXT5402,50.0,364.0,,,
TXT5403,80.0,663.0,,,
TXT5404,52.0,408.0,,,
TXT5405,109.0,872.0,,,
TXT5406,54.0,627.0,,,
TXT5407,81.0,533.0,,,
TXT5408,46.0,373.0,,,
TXT5409,66.0,595.0,,,
TXT5410,50.0,437.0,,,
TXT5411,81.0,1130.0,,,
TXT5412,103.0,834.0,,,
TXT5413,86.0,642.0,,,
TXT5414,51.0,447.0,,,
TXT5415,33.0,236.0,,,
TXT5416,42.0,309.0,,,
TXT5417,58.0,441.0,,,
TXT5418,61.0,480.0,,,
TXT5419,50.0,406.0,,,
TXT5420,62.0,590.0,,,
TXT5421,56.0,440.0,,,
TXT5422,73.0,674.0,,,
TXT5423,62.0,492.0,,,
TXT5424,62.0,537.0,,,
TXT5425,36.0,299.0,,,
TXT5426,57.0,391.0,,,
TXT5427,79.0,630.0,,,
TXT5428,34.0,356.0,,,
TXT5429,58.0,507.0,,,
TXT5430,69.0,374.0,,,
TXT5431,84.0,694.0,,,
TXT5432,73.0,557.0,,,
TXT5433,63.0,439.0,,,
TXT5434,32.0,337.0,,,
TXT5435,70.0,591.0,,,
TXT5436,71.0,561.0,,,
TXT5437,47.0,419.0,,,
TXT5438,57.0,541.0,,,
TXT5439,52.0,535.0,,,
TXT5440,33.0,374.0,,,
TXT5441,62.0,493.0,,,
TXT5442,45.0,467.0,,,
TXT5443,48.0,379.0,,,
TXT5444,84.0,774.0,,,
TXT5445,59.0,499.0,,,
TXT5446,68.0,525.0,,,
TXT5447,20.0,120.0,,,
TXT5448,103.0,732.0,,,
TXT5449,56.0,337.0,,,
TXT5450,87.0,662.0,,,
TXT5451,50.0,544.0,,,
TXT5452,30.0,194.0,,,
TXT5453,66.0,595.0,,,
TXT5454,38.0,339.0,,,
TXT5455,71.0,593.0,,,
TXT5456,20.0,143.0,,,
TXT5457,58.0,519.0,,,
TXT5458,42.0,388.0,,,
TXT5459,72.0,626.0,,,
TXT5460,90.0,688.0,,,
TXT5461,49.0,410.0,,,
TXT5462,51.0,481.0,,,
TXT5463,52.0,570.0,,,
TXT5464,50.0,443.0,,,
TXT5465,27.0,252.0,,,
TXT5466,57.0,405.0,,,
TXT5467,48.0,315.0,,,
TXT5468,89.0,715.0,,,
TXT5469,42.0,325.0,,,
TXT5470,47.0,465.0,,,
TXT5471,50.0,180.0,,,
TXT5472,68.0,566.0,,,
TXT5473,64.0,612.0,,,
TXT5474,77.0,596.0,,,
TXT5475,34.0,90.0,,,
TXT5476,41.0,344.0,,,
TXT5477,35.0,323.0,,,
TXT5478,49.0,1788.0,,,
TXT5479,57.0,450.0,,,
TXT5480,35.0,289.0,,,
TXT5481,57.0,451.0,,,
TXT5482,26.0,142.0,,,
TXT5483,57.0,517.0,,,
TXT5484,42.0,441.0,,,
TXT5485,46.0,307.0,,,
TXT5486,47.0,361.0,,,
TXT5487,14.0,110.0,,,
TXT5488,81.0,647.0,,,
TXT5489,38.0,284.0,,,
TXT5490,64.0,477.0,,,
TXT5491,36.0,376.0,,,
TXT5492,20.0,171.0,,,
TXT5493,24.0,200.0,,,
TXT5494,1.0,5.0,,,
TXT5495,48.0,336.0,,,
TXT5496,15.0,168.0,,,
TXT5497,30.0,198.0,,,
TXT5498,58.0,504.0,,,
TXT5499,31.0,380.0,,,
TXT5500,8.0,125.0,,,
TXT5501,20.0,181.0,,,
TXT5502,45.0,374.0,,,
TXT5503,1.0,9.0,,,
TXT5504,1.0,8.0,,,
TXT5505,1.0,7.0,,,
TXT5506,20.0,142.0,,,
TXT5507,1.0,4.0,,,
TXT5508,40.0,363.0,,,
TXT5509,1.0,7.0,,,
TXT5510,56.0,626.0,,,
TXT5511,27.0,156.0,,,
TXT5512,70.0,585.0,,,
TXT5513,116.0,805.0,,,
TXT5514,64.0,377.0,,,
TXT5515,1.0,5.0,,,
TXT5516,430.0,3076.0,,,
TXT5517,46.0,377.0,,,
TXT5518,59.0,351.0,,,
TXT5519,51.0,400.0,,,
TXT5520,68.0,442.0,,,
TXT5521,54.0,342.0,,,
TXT5522,52.0,358.0,,,
TXT5523,44.0,359.0,,,
TXT5524,42.0,316.0,,,
TXT5525,31.0,216.0,,,
TXT5526,51.0,400.0,,,
TXT5527,64.0,552.0,,,
TXT5528,40.0,321.0,,,
TXT5529,52.0,416.0,,,
TXT5530,45.0,403.0,,,
TXT5531,63.0,423.0,,,
TXT5532,80.0,515.0,,,
TXT5533,72.0,603.0,,,
TXT5534,53.0,511.0,,,
TXT5535,64.0,544.0,,,
TXT5536,59.0,593.0,,,
TXT5537,57.0,581.0,,,
TXT5538,56.0,539.0,,,
TXT5539,50.0,509.0,,,
TXT5540,58.0,514.0,,,
TXT5541,64.0,642.0,,,
TXT5542,41.0,365.0,,,
TXT5543,49.0,413.0,,,
TXT5544,66.0,870.0,,,
TXT5545,52.0,550.0,,,
TXT5546,48.0,476.0,,,
TXT5547,49.0,466.0,,,
TXT5548,68.0,571.0,,,
TXT5549,44.0,440.0,,,
TXT5550,43.0,390.0,,,
TXT5551,62.0,450.0,,,
TXT5552,61.0,542.0,,,
TXT5553,58.0,511.0,,,
TXT5554,53.0,545.0,,,
TXT5555,56.0,517.0,,,
TXT5556,50.0,402.0,,,
TXT5557,74.0,587.0,,,
TXT5558,99.0,623.0,,,
TXT5559,53.0,521.0,,,
TXT5560,42.0,450.0,,,
TXT5561,97.0,834.0,,,
TXT5562,46.0,421.0,,,
TXT5563,41.0,411.0,,,
TXT5564,56.0,529.0,,,
TXT5565,50.0,503.0,,,
TXT5566,51.0,494.0,,,
TXT5567,30.0,313.0,,,
TXT5568,58.0,529.0,,,
TXT5569,60.0,558.0,,,
TXT5570,45.0,427.0,,,
TXT5571,57.0,565.0,,,
TXT5572,43.0,433.0,,,
TXT5573,44.0,408.0,,,
TXT5574,60.0,488.0,,,
TXT5575,57.0,458.0,,,
TXT5576,66.0,579.0,,,
TXT5577,99.0,825.0,,,
TXT5578,47.0,456.0,,,
TXT5579,65.0,679.0,,,
TXT5580,48.0,544.0,,,
TXT5581,57.0,499.0,,,
TXT5582,57.0,495.0,,,
TXT5583,50.0,467.0,,,
TXT5584,51.0,453.0,,,
TXT5585,52.0,533.0,,,
TXT5586,63.0,609.0,,,
TXT5587,52.0,523.0,,,
TXT5588,73.0,524.0,,,
TXT5589,43.0,450.0,,,
TXT5590,49.0,434.0,,,
TXT5591,45.0,501.0,,,
TXT5592,45.0,439.0,,,
TXT5593,44.0,379.0,,,
TXT5594,47.0,493.0,,,
TXT5595,33.0,474.0,,,
TXT5596,62.0,575.0,,,
TXT5597,66.0,535.0,,,
TXT5598,43.0,375.0,,,
TXT5599,61.0,633.0,,,
TXT5600,58.0,487.0,,,
TXT5601,86.0,922.0,,,
TXT5602,49.0,497.0,,,
TXT5603,52.0,411.0,,,
TXT5604,47.0,433.0,,,
TXT5605,51.0,518.0,,,
TXT5606,53.0,607.0,,,
TXT5607,70.0,560.0,,,
TXT5608,88.0,629.0,,,
TXT5609,40.0,343.0,,,
TXT5610,69.0,600.0,,,
TXT5611,56.0,540.0,,,
TXT5612,74.0,762.0,,,
TXT5613,63.0,580.0,,,
TXT5614,72.0,619.0,,,
TXT5615,55.0,575.0,,,
TXT5616,47.0,416.0,,,
TXT5617,87.0,632.0,,,
TXT5618,63.0,551.0,,,
TXT5619,47.0,426.0,,,
TXT5620,43.0,418.0,,,
TXT5621,110.0,1064.0,,,
TXT5622,42.0,380.0,,,
TXT5623,26.0,152.0,,,
TXT5624,30.0,608.0,,,
TXT5625,20.0,211.0,,,
TXT5626,46.0,299.0,,,
TXT5627,20.0,159.0,,,
TXT5628,55.0,454.0,,,
TXT5629,19.0,131.0,,,
TXT5630,73.0,782.0,,,
TXT5631,55.0,447.0,,,
TXT5632,13.0,74.0,,,
TXT5633,91.0,593.0,,,
TXT5634,42.0,310.0,,,
TXT5635,20.0,133.0,,,
TXT5636,28.0,247.0,,,
TXT5637,100.0,629.0,,,
TXT5638,28.0,236.0,,,
TXT5639,2.0,7.0,,,
TXT5640,62.0,479.0,,,
TXT5641,102.0,605.0,,,
TXT5642,58.0,433.0,,,
TXT5643,69.0,536.0,,,
TXT5644,58.0,491.0,,,
TXT5645,46.0,411.0,,,
TXT5646,36.0,270.0,,,
TXT5647,40.0,395.0,,,
TXT5648,71.0,577.0,,,
TXT5649,60.0,437.0,,,
TXT5650,71.0,572.0,,,
TXT5651,45.0,378.0,,,
TXT5652,58.0,437.0,,,
TXT5653,50.0,458.0,,,
TXT5654,89.0,799.0,,,
TXT5655,62.0,628.0,,,
TXT5656,55.0,461.0,,,
TXT5657,52.0,438.0,,,
TXT5658,109.0,921.0,,,
TXT5659,49.0,430.0,,,
TXT5660,64.0,556.0,,,
TXT5661,32.0,265.0,,,
TXT5662,58.0,494.0,,,
TXT5663,54.0,442.0,,,
TXT5664,61.0,393.0,,,
TXT5665,65.0,528.0,,,
TXT5666,44.0,401.0,,,
TXT5667,77.0,570.0,,,
TXT5668,37.0,305.0,,,
TXT5669,53.0,523.0,,,
TXT5670,73.0,576.0,,,
TXT5671,64.0,426.0,,,
TXT5672,46.0,351.0,,,
TXT5673,54.0,483.0,,,
TXT5674,71.0,500.0,,,
TXT5675,78.0,434.0,,,
TXT5676,65.0,621.0,,,
TXT5677,70.0,470.0,,,
TXT5678,78.0,635.0,,,
TXT5679,37.0,347.0,,,
TXT5680,45.0,351.0,,,
TXT5681,59.0,580.0,,,
TXT5682,72.0,476.0,,,
TXT5683,81.0,659.0,,,
TXT5684,79.0,634.0,,,
TXT5685,37.0,352.0,,,
TXT5686,44.0,306.0,,,
TXT5687,66.0,534.0,,,
TXT5688,61.0,554.0,,,
TXT5689,36.0,306.0,,,
TXT5690,52.0,348.0,,,
TXT5691,57.0,304.0,,,
TXT5692,45.0,441.0,,,
TXT5693,56.0,421.0,,,
TXT5694,61.0,486.0,,,
TXT5695,73.0,543.0,,,
TXT5696,70.0,541.0,,,
TXT5697,58.0,526.0,,,
TXT5698,47.0,420.0,,,
TXT5699,72.0,743.0,,,
TXT5700,68.0,573.0,,,
TXT5701,48.0,351.0,,,
TXT5702,52.0,404.0,,,
TXT5703,44.0,381.0,,,
TXT5704,67.0,504.0,,,
TXT5705,37.0,302.0,,,
TXT5706,38.0,292.0,,,
TXT5707,38.0,312.0,,,
TXT5708,89.0,568.0,,,
TXT5709,54.0,442.0,,,
TXT5710,64.0,697.0,,,
TXT5711,33.0,285.0,,,
TXT5712,33.0,341.0,,,
TXT5713,30.0,264.0,,,
TXT5714,44.0,325.0,,,
TXT5715,44.0,416.0,,,
TXT5716,28.0,240.0,,,
TXT5717,42.0,318.0,,,
TXT5718,37.0,309.0,,,
TXT5719,40.0,311.0,,,
TXT5720,34.0,253.0,,,
TXT5721,24.0,215.0,,,
TXT5722,29.0,257.0,,,
TXT5723,30.0,272.0,,,
TXT5724,1.0,11.0,,,
TXT5725,20.0,142.0,,,
TXT5726,13.0,206.0,,,
TXT5727,39.0,321.0,,,
TXT5728,21.0,208.0,,,
TXT5729,32.0,238.0,,,
TXT5730,37.0,278.0,,,
TXT5731,31.0,231.0,,,
TXT5732,32.0,359.0,,,
TXT5733,30.0,268.0,,,
TXT5734,25.0,221.0,,,
TXT5735,26.0,219.0,,,
TXT5736,26.0,188.0,,,
TXT5737,39.0,260.0,,,
TXT5738,1.0,3.0,,,
TXT5739,49.0,516.0,,,
TXT5740,40.0,505.0,,,
TXT5741,39.0,218.0,,,
TXT5742,22.0,200.0,,,
TXT5743,68.0,612.0,,,
TXT5744,51.0,471.0,,,
TXT5745,61.0,666.0,,,
TXT5746,77.0,719.0,,,
TXT5747,59.0,627.0,,,
TXT5748,41.0,476.0,,,
TXT5749,57.0,720.0,,,
TXT5750,96.0,819.0,,,
TXT5751,60.0,577.0,,,
TXT5752,121.0,930.0,,,
TXT5753,69.0,744.0,,,
TXT5754,59.0,598.0,,,
TXT5755,75.0,700.0,,,
TXT5756,57.0,570.0,,,
TXT5757,65.0,621.0,,,
TXT5758,69.0,606.0,,,
TXT5759,43.0,379.0,,,
TXT5760,74.0,598.0,,,
TXT5761,72.0,675.0,,,
TXT5762,61.0,637.0,,,
TXT5763,52.0,431.0,,,
TXT5764,65.0,580.0,,,
TXT5765,64.0,418.0,,,
TXT5766,78.0,829.0,,,
TXT5767,58.0,575.0,,,
TXT5768,72.0,620.0,,,
TXT5769,112.0,977.0,,,
TXT5770,68.0,655.0,,,
TXT5771,73.0,647.0,,,
TXT5772,65.0,673.0,,,
TXT5773,54.0,569.0,,,
TXT5774,59.0,543.0,,,
TXT5775,85.0,798.0,,,
TXT5776,42.0,553.0,,,
TXT5777,59.0,701.0,,,
TXT5778,90.0,669.0,,,
TXT5779,55.0,621.0,,,
TXT5780,70.0,717.0,,,
TXT5781,59.0,540.0,,,
TXT5782,62.0,749.0,,,
TXT5783,68.0,617.0,,,
TXT5784,64.0,660.0,,,
TXT5785,65.0,638.0,,,
TXT5786,73.0,615.0,,,
TXT5787,71.0,632.0,,,
TXT5788,45.0,451.0,,,
TXT5789,51.0,568.0,,,
TXT5790,61.0,495.0,,,
TXT5791,63.0,512.0,,,
TXT5792,69.0,739.0,,,
TXT5793,73.0,511.0,,,
TXT5794,60.0,525.0,,,
TXT5795,81.0,617.0,,,
TXT5796,93.0,630.0,,,
TXT5797,55.0,553.0,,,
TXT5798,48.0,458.0,,,
TXT5799,61.0,455.0,,,
TXT5800,61.0,573.0,,,
TXT5801,52.0,419.0,,,
TXT5802,47.0,525.0,,,
TXT5803,47.0,519.0,,,
TXT5804,63.0,557.0,,,
TXT5805,62.0,484.0,,,
TXT5806,46.0,432.0,,,
TXT5807,80.0,585.0,,,
TXT5808,58.0,530.0,,,
TXT5809,49.0,520.0,,,
TXT5810,85.0,820.0,,,
TXT5811,80.0,686.0,,,
TXT5812,70.0,600.0,,,
TXT5813,50.0,402.0,,,
TXT5814,60.0,619.0,,,
TXT5815,78.0,562.0,,,
TXT5816,54.0,479.0,,,
TXT5817,48.0,568.0,,,
TXT5818,78.0,640.0,,,
TXT5819,66.0,618.0,,,
TXT5820,80.0,473.0,,,
TXT5821,50.0,454.0,,,
TXT5822,77.0,719.0,,,
TXT5823,71.0,790.0,,,
TXT5824,102.0,830.0,,,
TXT5825,67.0,711.0,,,
TXT5826,37.0,433.0,,,
TXT5827,89.0,661.0,,,
TXT5828,30.0,346.0,,,
TXT5829,49.0,561.0,,,
TXT5830,74.0,731.0,,,
TXT5831,82.0,707.0,,,
TXT5832,57.0,532.0,,,
TXT5833,71.0,574.0,,,
TXT5834,46.0,533.0,,,
TXT5835,62.0,535.0,,,
TXT5836,29.0,294.0,,,
TXT5837,26.0,250.0,,,
TXT5838,63.0,679.0,,,
TXT5839,81.0,520.0,,,
TXT5840,68.0,518.0,,,
TXT5841,42.0,334.0,,,
TXT5842,48.0,456.0,,,
TXT5843,59.0,509.0,,,
TXT5844,51.0,431.0,,,
TXT5845,72.0,648.0,,,
TXT5846,118.0,664.0,,,
TXT5847,46.0,452.0,,,
TXT5848,54.0,601.0,,,
TXT5849,70.0,639.0,,,
TXT5850,65.0,757.0,,,
TXT5851,78.0,605.0,,,
TXT5852,61.0,692.0,,,
TXT5853,49.0,470.0,,,
TXT5854,80.0,686.0,,,
TXT5855,64.0,658.0,,,
TXT5856,82.0,701.0,,,
TXT5857,75.0,545.0,,,
TXT5858,50.0,508.0,,,
TXT5859,68.0,533.0,,,
TXT5860,74.0,770.0,,,
TXT5861,73.0,635.0,,,
TXT5862,61.0,555.0,,,
TXT5863,75.0,597.0,,,
TXT5864,58.0,521.0,,,
TXT5865,53.0,441.0,,,
TXT5866,87.0,657.0,,,
TXT5867,56.0,637.0,,,
TXT5868,30.0,266.0,,,
TXT5869,87.0,802.0,,,
TXT5870,55.0,566.0,,,
TXT5871,58.0,633.0,,,
TXT5872,67.0,660.0,,,
TXT5873,58.0,583.0,,,
TXT5874,49.0,543.0,,,
TXT5875,85.0,798.0,,,
TXT5876,30.0,356.0,,,
TXT5877,61.0,669.0,,,
TXT5878,48.0,534.0,,,
TXT5879,62.0,583.0,,,
TXT5880,73.0,734.0,,,
TXT5881,65.0,677.0,,,
TXT5882,81.0,707.0,,,
TXT5883,61.0,556.0,,,
TXT5884,67.0,521.0,,,
TXT5885,74.0,603.0,,,
TXT5886,82.0,849.0,,,
TXT5887,85.0,719.0,,,
TXT5888,68.0,701.0,,,
TXT5889,83.0,776.0,,,
TXT5890,73.0,532.0,,,
TXT5891,87.0,762.0,,,
TXT5892,74.0,662.0,,,
TXT5893,63.0,600.0,,,
TXT5894,71.0,746.0,,,
TXT5895,56.0,529.0,,,
TXT5896,79.0,601.0,,,
TXT5897,53.0,499.0,,,
TXT5898,80.0,511.0,,,
TXT5899,79.0,601.0,,,
TXT5900,53.0,534.0,,,
TXT5901,40.0,296.0,,,
TXT5902,57.0,458.0,,,
TXT5903,56.0,567.0,,,
TXT5904,77.0,682.0,,,
TXT5905,69.0,501.0,,,
TXT5906,24.0,266.0,,,
TXT5907,58.0,626.0,,,
TXT5908,40.0,465.0,,,
TXT5909,50.0,525.0,,,
TXT5910,75.0,620.0,,,
TXT5911,49.0,519.0,,,
TXT5912,56.0,545.0,,,
TXT5913,86.0,589.0,,,
TXT5914,61.0,424.0,,,
TXT5915,96.0,916.0,,,
TXT5916,78.0,801.0,,,
TXT5917,53.0,476.0,,,
TXT5918,51.0,518.0,,,
TXT5919,55.0,480.0,,,
TXT5920,72.0,667.0,,,
TXT5921,59.0,350.0,,,
TXT5922,65.0,631.0,,,
TXT5923,71.0,471.0,,,
TXT5924,53.0,471.0,,,
TXT5925,81.0,598.0,,,
TXT5926,37.0,561.0,,,
TXT5927,75.0,664.0,,,
TXT5928,54.0,484.0,,,
TXT5929,60.0,495.0,,,
