SymphonyCodePK,BPM,Rolloff,Flux,RMS,Flatness,Spectral_Complexity,Pitch,Loudness
SYM1734,172.27,1461.3055,1.2902,0.2248,0.9114,29.4351,2330.8011,24.2641
SYM1735,91.92,1847.1328,1.2862,0.31,0.8598,36.3889,2264.8276,35.9201
SYM1736,93.92,1024.2398,1.1162,0.2239,0.9425,27.0977,2336.2031,24.4581
SYM1737,100.01,1623.7818,1.3371,0.2609,0.8974,34.7822,2532.8623,29.2573
SYM1738,91.91,1867.3736,1.3243,0.205,0.8028,30.0999,2225.8279,21.526
SYM1739,86.99,1935.0055,1.2277,0.224,0.8744,32.8224,2395.0257,24.1058
SYM1740,91.95,1336.9795,1.2557,0.248,0.9464,30.9911,2001.1149,27.0262
SYM1741,89.88,1379.558,1.3616,0.2403,0.8793,23.6401,2727.3548,26.9208
SYM1742,95.09,1630.4369,1.3271,0.2725,0.8863,39.5965,2186.2881,30.3293
SYM1743,96.88,2078.0697,1.2816,0.203,0.8973,30.3658,2112.2677,21.0367
SYM1744,89.92,1583.7035,1.2725,0.2455,0.9045,30.5833,2096.9131,26.7312
SYM1745,93.95,1119.9049,1.383,0.2568,0.9633,34.653,2015.8934,27.1367
SYM1746,94.03,1808.696,1.3969,0.2195,0.8925,30.7121,2652.9425,23.5439
SYM1747,83.58,1677.6105,1.1551,0.2437,0.8995,40.0531,2001.9573,26.5894
SYM1748,90.76,1805.7644,1.2428,0.1155,0.8694,16.9844,2583.5564,9.9138
SYM1749,92.05,1721.656,1.4915,0.2065,0.907,29.5733,1854.0369,20.8344
SYM1750,89.91,1216.7241,1.1702,0.1624,0.9492,23.6449,1842.1337,15.6884
SYM1751,79.96,816.5482,1.2742,0.3465,0.9277,29.4985,2662.5988,41.2607
SYM1752,123.68,1035.4957,1.25,0.1069,0.958,17.9149,2434.7204,8.5812
SYM1753,99.95,1284.58,1.2351,0.3311,0.8441,42.5922,2081.7579,38.889
SYM1754,90.49,1563.4607,1.3715,0.235,0.9073,30.329,2485.9819,25.1261
SYM1755,87.93,1453.6522,1.2151,0.2442,0.9148,29.777,1921.3801,26.6966
SYM1756,95.95,1354.5916,1.2009,0.2912,0.8819,35.887,2061.5395,33.3329
SYM1757,93.95,1404.0812,1.2755,0.3069,0.9103,35.975,2136.4579,35.2492
SYM1758,95.88,1820.9648,1.1128,0.2267,0.863,37.029,1841.9255,24.1579
SYM1759,74.96,1142.0741,1.2999,0.2404,0.9307,29.4012,2421.2945,25.6812
SYM1760,129.98,987.8923,1.5851,0.2927,0.8945,27.5074,2507.1377,33.3766
SYM1761,90.02,1241.1732,1.3541,0.0762,0.8438,8.1706,2484.8861,5.6694
SYM1762,94.32,1731.1222,1.6659,0.1915,0.9053,21.7609,2613.368,19.6452
SYM1763,91.03,2192.7108,1.2134,0.2236,0.8979,36.7902,2212.1814,23.7004
SYM1764,75.44,2205.04,1.1748,0.2645,0.8398,37.1328,2236.9584,29.3603
SYM1765,148.02,1089.4106,1.1489,0.0608,0.8723,10.2312,2091.5209,4.1761
SYM1766,101.97,1007.6129,1.3638,0.254,0.8969,24.7838,2852.8781,28.0107
SYM1767,93.98,2092.2888,1.3243,0.2278,0.9183,40.3276,1757.8586,23.6734
SYM1768,87.1,1779.6512,1.3838,0.2411,0.8559,29.3755,2566.4592,26.3916
SYM1769,91.94,1823.1408,1.2859,0.2338,0.8893,38.3319,2150.7732,24.5999
SYM1770,91.9,1728.1335,1.5501,0.2249,0.8394,30.1879,2579.2427,24.2716
SYM1771,135.5,1022.5151,1.3931,0.2587,0.9079,20.4343,2899.1577,28.7083
SYM1772,91.99,1133.8052,1.2856,0.2564,0.9604,32.5093,1934.6432,27.2022
SYM1773,178.21,1753.9985,1.4394,0.1663,0.8831,22.0382,2514.9235,15.9838
SYM1774,88.26,1203.0322,1.3001,0.2303,0.9472,31.6292,1826.2066,23.8582
SYM1775,89.99,1602.7166,1.5803,0.2001,0.9233,23.7821,3007.3594,20.6228
SYM1776,95.94,1325.3691,1.35,0.1589,0.9153,16.3784,2607.3105,15.3323
SYM1777,119.5,1966.0488,1.1022,0.1127,0.7859,25.264,1524.1242,9.8487
SYM1778,95.03,1299.6054,1.3051,0.1976,0.9033,25.9936,1979.1137,19.9656
SYM1779,93.0,1540.527,1.3803,0.163,0.8896,21.0694,2465.1933,15.824
SYM1780,123.01,1976.0129,1.1834,0.2733,0.8292,45.1819,2041.9335,30.1324
SYM1781,105.69,1536.5849,1.1485,0.2182,0.8702,30.5386,2048.6926,22.7406
SYM1782,125.12,819.9446,1.102,0.1532,0.9231,12.5694,3282.4853,14.9424
SYM1783,100.03,2329.5167,1.4209,0.2954,0.7801,36.0023,2631.5046,34.0729
SYM1784,92.78,627.8408,1.2005,0.2558,0.9556,24.3223,2474.6185,27.8142
SYM1785,95.97,1193.5473,1.4424,0.155,0.2919,15.9963,2661.9541,14.9842
SYM1786,135.5,1550.9884,1.5559,0.1533,0.8838,15.818,2344.6823,14.5974
SYM1787,89.93,1861.3318,1.4071,0.1717,0.9028,26.3592,2350.0534,16.4348
SYM1788,89.89,1173.1423,1.0894,0.169,0.9058,22.076,1484.0358,16.1737
SYM1789,129.92,2370.0693,1.2753,0.3209,0.8029,43.4119,2356.2687,37.4266
SYM1790,130.09,856.2098,1.3178,0.1629,0.8991,13.8759,2402.481,16.1046
SYM1791,90.94,1900.2909,1.1877,0.1273,0.7254,17.7546,2207.3908,12.6717
SYM1792,91.96,1982.5186,1.265,0.2687,0.8972,39.1059,2342.0227,30.0041
SYM1793,106.975,1551.01855,1.2571,0.2297,0.88245,27.330849999999998,2241.1574499999997,24.66685
SYM1794,94.98,1527.5216,1.4113,0.1979,0.9213,29.5294,2391.2009,19.883
SYM1795,93.0,1519.231,1.3635,0.2306,0.9384,33.2081,2329.8017,24.5588
SYM1796,120.37,1951.3166,1.0407,0.1125,0.7939,25.233,1527.138,9.8303
SYM1797,95.81,1251.9782,1.4722,0.2298,0.9515,27.3146,2223.4624,24.147
SYM1798,99.8,1075.0158,1.2094,0.2542,0.9071,30.6603,2276.3008,28.0803
SYM1799,95.02,1564.3317,1.2614,0.2849,0.8599,38.0813,2369.0592,32.0482
SYM1800,90.0,1765.6993,1.2594,0.2505,0.926,35.7055,2007.9826,26.9119
SYM1801,97.91,1630.5768,1.5054,0.1044,0.8627,19.7011,2609.0156,8.633
SYM1802,151.71,1631.1512,1.49,0.1551,0.8143,20.1719,2414.6572,14.9355
SYM1803,93.66,800.7286,1.179,0.1221,0.9227,14.7838,1490.0982,10.145
SYM1804,87.99,1220.3946,1.192,0.1611,0.8803,20.5847,2103.0846,15.921
SYM1805,86.99,1935.0055,1.2277,0.224,0.8744,32.8224,2395.0257,24.1058
SYM1806,84.64,1668.7177,1.1904,0.2027,0.8902,25.3707,2353.2433,21.7432
SYM1807,172.27,1367.3882,1.2875,0.291,0.9215,31.0126,2207.168,33.5568
SYM1808,87.96,1792.7346,1.3737,0.178,0.8944,22.7358,2826.9144,17.7196
SYM1809,93.82,2113.7852,1.3749,0.2299,0.9108,35.2279,2083.4836,24.4545
SYM1810,87.98,966.6539,1.2405,0.1171,0.9327,13.7346,2783.8668,9.9995
SYM1811,91.01,2999.3367,1.3378,0.1616,0.8877,26.7527,2336.3267,15.2881
SYM1812,144.04,2384.8178,1.3902,0.1934,0.8714,32.2164,2511.7839,19.2754
SYM1813,90.89,1441.4079,1.4358,0.3223,0.9065,33.9488,2474.336,37.664
SYM1814,151.98,1479.6868,1.255,0.2221,0.9166,24.601,2553.995,25.0339
SYM1815,87.97,1459.6105,1.438,0.3055,0.8674,35.0054,2452.9825,35.3315
SYM1816,135.91,1247.3426,1.1974,0.1933,0.9145,21.881,2394.7768,19.5429
SYM1817,87.05,1549.3972,1.3533,0.3048,0.8939,37.3496,2571.5472,35.3386
SYM1818,156.2,1778.5569,1.474,0.3028,0.8622,30.0732,2439.8216,35.3794
SYM1819,90.95,2544.8809,1.4349,0.1933,0.8222,30.0478,2449.4376,20.2412
SYM1820,84.03,1387.3377,1.2256,0.3017,0.9077,32.8015,2390.0313,34.7842
SYM1821,163.96,1621.5082,1.3963,0.2683,0.8945,24.8215,2496.6887,30.0825
SYM1822,156.41,1354.7134,1.3122,0.2164,0.9356,25.2277,2598.4073,22.3959
SYM1823,95.96,2220.0214,1.4472,0.2229,0.8341,32.6923,2355.7981,23.6648
SYM1824,89.99,2268.463,1.3724,0.1644,0.8624,26.3423,2585.7793,15.756
SYM1825,86.0,1314.2341,1.529,0.3073,0.8965,27.1626,2872.4287,36.2925
SYM1826,87.9,1456.4137,1.22,0.2627,0.9098,29.3269,2366.6501,29.3269
SYM1827,92.01,2333.2022,1.1489,0.1713,0.8338,22.993,2061.8341,16.8517
SYM1828,184.57,1816.3272,1.5548,0.194,0.9048,23.6403,2651.3043,19.8054
SYM1829,86.0,1387.9511,1.0999,0.0959,0.8487,14.8019,2129.604,7.6944
SYM1830,91.9,1767.8872,1.381,0.3084,0.8936,32.4384,2512.9597,36.1787
SYM1831,91.09,2796.2566,1.2577,0.0865,0.829,15.4349,2301.4746,6.8674
SYM1832,83.95,1826.9679,1.2325,0.1573,0.9047,17.8645,2566.2919,14.8919
SYM1833,92.02,3907.5272,1.4758,0.2069,0.7444,34.5774,2265.1396,21.0159
SYM1834,78.01,2533.9689,1.195,0.0351,0.7956,4.7306,2385.5008,2.0259
SYM1835,88.2,2092.2512,1.2203,0.045,0.8163,8.9282,2203.8033,2.7338
SYM1836,91.06,1657.6591,1.3533,0.3206,0.9204,38.2624,2288.7344,37.3402
SYM1837,81.95,1884.3223,1.3878,0.1547,0.847,12.0965,2912.0999,15.4734
SYM1838,95.98,2576.2555,1.3865,0.2295,0.8695,22.9888,2570.5438,24.1614
SYM1839,100.95,1509.2586,1.2505,0.2164,0.9147,28.1183,2424.4914,22.5608
SYM1840,140.03,2540.2337,1.2058,0.2348,0.8324,36.2663,2182.5588,25.7211
SYM1841,164.16,1486.6599,1.1812,0.2014,0.9354,27.3501,2553.1877,20.3136
SYM1842,86.93,1711.5924,1.2122,0.2277,0.8638,30.9035,2411.6375,24.6235
SYM1843,140.02,1871.1544,1.1453,0.1891,0.867,24.3907,1895.4396,19.0842
SYM1844,88.98,1936.9475,1.2743,0.2389,0.8817,29.0249,2406.8745,25.8896
SYM1845,130.45,1345.8827,1.1722,0.258,0.9013,27.3823,2162.4368,28.7162
SYM1846,142.62,2248.3759,1.2736,0.0593,0.8132,9.3122,2412.4719,4.0143
SYM1847,83.99,2376.4425,1.3877,0.2044,0.8556,28.5286,2391.2806,20.7673
SYM1848,110.44,1690.9742,1.3717,0.2513,0.9114,31.8536,2440.9934,27.1367
SYM1849,85.96,2904.422,1.2381,0.1838,0.8291,29.2354,2217.5037,18.3378
SYM1850,89.98,2847.1045,1.4072,0.1674,0.8323,27.4951,2090.2159,15.9929
SYM1851,150.2,1884.7049,1.4175,0.2886,0.8347,30.098,2550.3281,32.8611
SYM1852,95.01,1834.3977,1.2875,0.2248,0.8766,22.6656,2608.738,24.2214
SYM1853,91.92,2144.2342,1.2899,0.2535,0.8567,36.2098,2202.7175,27.7733
SYM1854,82.98,1806.1456,1.1674,0.2331,0.8983,30.7205,2566.1599,25.3735
SYM1855,83.88,2578.2262,1.1745,0.0712,0.7874,12.6181,2213.9595,5.2812
SYM1856,90.99,2942.5,1.2949,0.1707,0.8121,30.3452,2163.6479,16.7858
SYM1857,92.01,2169.7653,1.3817,0.2216,0.8981,36.367,2179.8871,22.9859
SYM1858,84.07,3159.3147,1.2508,0.0849,0.7735,15.4898,2262.5966,6.7025
SYM1859,99.99,1758.8646,1.1761,0.3025,0.8751,30.5256,2524.1283,35.4442
SYM1860,156.29,1347.7347,1.3266,0.2472,0.9034,28.3912,3097.5182,26.8613
SYM1861,92.95,3228.1234,1.1527,0.0677,0.7682,13.4349,2257.8709,4.8572
SYM1862,85.99,1882.494,1.2953,0.2186,0.9113,35.668,2371.4654,23.508
SYM1863,83.91,2003.9302,1.2568,0.2348,0.8951,28.1515,2229.1541,25.3106
SYM1864,92.03,2130.7591,1.2754,0.2353,0.8516,32.6813,2395.952,25.3154
SYM1865,99.93,844.0824,1.5276,0.2746,0.9312,20.82,2690.4992,30.5198
SYM1866,83.3,2467.8097,1.368,0.215,0.8528,30.3478,2476.6066,22.8354
SYM1867,100.0,2249.0341,1.4354,0.1898,0.8847,28.1403,2162.4593,18.778
SYM1868,172.27,2085.9854,0.9589,0.1068,0.4468,27.8732,1952.2199,9.5556
SYM1869,93.82,944.7176,1.1871,0.0302,0.8387,3.1738,2707.1855,1.6801
SYM1870,90.99,2501.6995,1.2858,0.1644,0.876,21.452,2694.6069,15.6339
SYM1871,93.9,1651.5382,1.3059,0.2581,0.8502,31.3767,2464.7393,28.5529
SYM1872,91.01,2123.5482,1.5338,0.2229,0.9068,21.2415,2600.3017,23.2956
SYM1873,103.03,2113.2702,1.2156,0.2538,0.871,37.7043,2461.1765,27.5943
SYM1874,89.01,896.0217,1.2842,0.2606,0.9353,30.3477,3006.4739,28.5365
SYM1875,99.98,1690.2002,1.1994,0.1793,0.893,28.2806,2122.0834,18.0147
SYM1876,76.62,2138.0975,1.186,0.234,0.8533,37.3739,1916.3124,25.5694
SYM1877,97.89,2120.8064,1.1454,0.3128,0.8438,47.677,1982.77,35.8636
SYM1878,92.15,2067.7948,1.2472,0.1774,0.922,28.4201,1999.457,16.8749
SYM1879,97.01,1007.1367,1.2844,0.0449,0.8414,8.4404,2518.3058,2.7421
SYM1880,163.09,2749.2195,1.3915,0.179,0.8327,27.578,2497.8317,17.381
SYM1881,91.02,2391.0549,1.3198,0.1862,0.889,17.4916,2713.1024,18.5787
SYM1882,99.97,2892.8584,1.6152,0.1771,0.8425,19.1928,3044.419,17.2943
SYM1883,93.91,1451.4863,1.4727,0.2321,0.9268,26.3888,2385.9009,24.6166
SYM1884,88.05,1616.7633,1.2906,0.2504,0.9063,32.6536,2724.5658,27.328
SYM1885,83.99,1663.1126,1.1449,0.1951,0.8657,23.6708,2715.1897,20.82
SYM1886,142.17,1595.6313,1.1608,0.1194,0.8896,22.5385,2205.7395,9.964
SYM1887,152.05,1600.7692,1.3249,0.2508,0.9276,29.6021,2270.4929,27.2662
SYM1888,97.87,1466.256,1.4806,0.2525,0.8941,26.2106,2832.2678,27.6994
SYM1889,84.03,1843.864,1.2256,0.2563,0.8956,39.3766,2371.1586,27.7326
SYM1890,96.0,1311.5409,1.3435,0.2662,0.8997,26.8631,3050.9071,30.091
SYM1891,92.01,1937.38,1.218,0.2658,0.894,43.1757,2215.4462,29.3511
SYM1892,90.81,2698.6377,1.2496,0.1716,0.86,22.4374,2248.0324,16.6651
SYM1893,143.94,1426.6149,1.0792,0.0402,0.8901,5.5519,2608.7184,2.3758
SYM1894,129.78,1466.3687,1.2364,0.139,0.9013,19.5941,2449.6513,12.1232
SYM1895,153.96,1486.1869,1.3631,0.2655,0.9161,30.0026,2231.3575,28.9287
SYM1896,92.18,1865.7737,1.2572,0.0418,0.7959,5.9974,2255.6828,2.499
SYM1897,84.96,1928.3112,1.3609,0.2256,0.8634,28.1256,2344.5978,24.0922
SYM1898,93.0,2151.003,1.4192,0.2545,0.8719,33.9039,2396.7223,27.359
SYM1899,89.97,1938.1633,1.3944,0.2018,0.8158,22.5072,2840.2912,21.5824
SYM1900,79.45,1628.8965,1.1604,0.0604,0.8568,9.0138,1953.9211,4.2041
SYM1901,90.95,1765.2657,1.2185,0.2333,0.8486,29.6328,2324.7559,26.0193
SYM1902,128.39,1491.8662,1.1779,0.197,0.8723,24.6764,2176.2556,20.3569
SYM1903,93.94,1627.9368,1.3289,0.2688,0.8654,28.8841,2497.0866,29.9089
SYM1904,94.06,3560.8719,1.263,0.1655,0.7611,20.7567,2365.7168,16.4073
SYM1905,84.87,2553.4979,1.3525,0.212,0.788,38.5454,2415.5061,22.7645
SYM1906,99.84,1787.6737,1.1841,0.2022,0.9014,31.6795,2162.383,20.6969
SYM1907,97.0,2229.3936,1.2845,0.2695,0.8678,37.1189,2609.176,30.2212
SYM1908,142.6,1638.644,1.1954,0.2426,0.9037,35.112,2128.3886,26.0667
SYM1909,91.92,1578.3885,1.3938,0.2233,0.8611,21.7812,2621.0742,23.995
SYM1910,128.17,1961.9081,1.3126,0.2162,0.87,31.0272,2118.9516,22.1577
SYM1911,92.89,1686.6776,1.3448,0.0448,0.8847,8.1472,2583.7993,2.8022
SYM1912,88.02,1590.883,1.2984,0.1941,0.9332,25.1437,2589.7388,19.6512
SYM1913,161.97,1529.442,1.3006,0.2563,0.9171,30.9901,2664.2726,27.8713
SYM1914,97.99,1819.2156,1.3269,0.2097,0.8957,29.681,2311.247,21.9017
SYM1915,82.99,2448.5836,1.3784,0.2152,0.8783,33.7494,2244.3354,22.4914
SYM1916,89.02,2266.3198,1.3888,0.2395,0.848,38.5482,2218.5994,25.6353
SYM1917,156.05,1610.0875,1.2619,0.2228,0.8914,30.0112,2124.6867,23.7277
SYM1918,99.95,1578.3146,1.5907,0.0883,0.8613,10.1717,2950.6954,7.1197
SYM1919,110.02,1731.5394,1.1687,0.2488,0.8885,40.3394,2117.4406,26.779
SYM1920,97.91,2732.4926,1.1868,0.2457,0.8398,40.1912,2059.9304,26.7115
SYM1921,161.59,1160.6606,1.2297,0.1669,0.8917,19.3065,2685.0082,16.6348
SYM1922,146.13,2047.5459,1.3061,0.2524,0.8701,35.3689,2059.1047,27.4169
SYM1923,95.97,3204.8298,1.3931,0.1702,0.8304,21.2396,2385.5327,16.233
SYM1924,80.99,1625.7015,1.1728,0.2664,0.8698,30.4964,2422.6269,29.6769
SYM1925,123.09,1520.4286,1.3127,0.0763,0.7985,13.4564,2855.8753,5.7857
SYM1926,99.85,1550.4628,1.3271,0.1058,0.9405,14.16,2347.4177,8.7392
SYM1927,172.27,2467.4262,1.1717,0.1257,0.8372,27.8554,2371.27,11.3533
SYM1928,88.93,1677.0267,1.5369,0.2518,0.8641,27.1931,2320.1109,27.9515
SYM1929,149.41,1534.8141,1.1568,0.1615,0.9224,21.9964,1248.5068,14.7951
SYM1930,110.02,2938.3437,1.2177,0.2365,0.8686,39.7075,2016.5701,25.1925
SYM1931,92.15,2067.7948,1.2472,0.1774,0.922,28.4201,1999.457,16.8749
SYM1932,156.42,1354.7134,1.3122,0.2164,0.9356,25.2277,2598.4073,22.3959
SYM1933,91.09,2796.2566,1.2577,0.0865,0.829,15.4349,2301.4746,6.8674
SYM1934,147.98,2388.238,1.1354,0.1061,0.7817,8.4579,2849.3329,9.9457
SYM1935,142.17,1595.6313,1.1608,0.1194,0.8896,22.5385,2205.7395,9.964
SYM1936,90.89,2294.1316,1.2109,0.1424,0.8875,24.0493,2343.9004,13.2182
SYM1937,90.02,1519.6803,1.2973,0.0487,0.8377,7.0398,2737.7487,3.2228
SYM1938,142.62,2248.3759,1.2736,0.0593,0.8132,9.3122,2412.4719,4.0143
SYM1939,100.06,2174.7798,1.3422,0.184,0.8547,30.1999,1731.1744,17.9777
SYM1940,84.82,1587.1863,1.2326,0.049,0.8198,7.078,2242.7808,3.1186
SYM1941,95.97,2261.0884,1.2553,0.0326,0.8036,5.2323,2173.7874,1.7866
SYM1942,94.48,1666.0136,1.2315,0.1645,0.2169,23.7324,2324.8723,15.9134
SYM1943,96.97,2287.6453,1.4317,0.2859,0.835,24.9906,2906.3475,33.1936
SYM1944,84.01,2144.6311,1.1529,0.234,0.8078,24.8872,2754.7477,26.4097
SYM1945,84.97,2317.6896,1.3421,0.2508,0.8733,31.0705,2697.0572,27.4841
SYM1946,97.0,2159.2825,1.4277,0.2953,0.8115,23.4277,3124.7937,35.9641
SYM1947,83.97,1803.5711,1.348,0.2932,0.8205,24.8264,2876.5173,33.8417
SYM1948,87.05,1578.5874,1.3503,0.3285,0.8361,27.3539,2639.9841,39.4447
SYM1949,94.91,3674.2057,1.2572,0.1868,0.7704,27.0342,2127.4678,19.1851
SYM1950,97.99,1406.5265,1.3124,0.2511,0.8638,23.4589,2884.6546,28.3506
SYM1951,94.07,273.1508,1.1157,0.0789,0.3069,5.1748,3065.0149,5.8038
SYM1952,83.97,612.5723,1.1226,0.2523,0.9398,20.2814,2396.5408,27.4409
SYM1953,172.27,1672.612,1.4283,0.1502,0.9169,16.6602,2354.3066,13.9543
SYM1954,94.92,1702.1111,1.2426,0.1481,0.8915,22.6418,1968.7633,13.7775
SYM1955,172.27,1117.0344,1.2367,0.2672,0.902,29.0894,2634.5523,30.2574
SYM1956,86.55,1291.2477,1.2059,0.1474,0.9354,19.108,2605.7061,13.877
SYM1957,94.92,1702.1111,1.2426,0.1481,0.8915,22.6418,1968.7633,13.7775
SYM1958,86.42,1475.244,1.1752,0.1391,0.8892,14.7986,2825.8177,13.4926
SYM1959,85.52,1708.5666,1.2425,0.1399,0.8975,20.0809,2010.9328,12.9637
SYM1960,103.96,1077.6416,1.423,0.2346,0.9533,20.6949,3088.7667,25.6271
SYM1961,91.98,1687.9564,1.2689,0.1266,0.8671,16.8358,2899.3196,11.823
SYM1962,89.95,1992.4422,1.2772,0.1485,0.8782,25.3404,2611.4963,14.3811
SYM1963,79.98,1351.4005,1.2349,0.1611,0.914,14.7147,2757.1295,15.8917
SYM1964,88.02,683.1246,1.1856,0.13,0.9321,12.492,2724.0898,11.6555
SYM1965,87.91,1144.1592,1.2325,0.1629,0.9496,16.7429,2435.1837,16.1842
SYM1966,88.06,826.4329,1.2901,0.1456,0.934,14.1474,2758.0982,13.5764
SYM1967,105.97,1226.8297,1.3489,0.1416,0.9319,22.3983,2774.1636,13.1367
SYM1968,100.0,2139.2568,1.3678,0.2396,0.8218,28.4964,2237.4606,26.7609
SYM1969,178.21,1200.5594,1.264,0.2591,0.8872,28.2402,2572.2912,28.577
SYM1970,87.01,1720.8433,1.4375,0.215,0.8632,23.3004,3129.2268,22.7206
SYM1971,98.02,977.7016,1.3353,0.1271,0.924,14.5108,3545.1681,11.4024
SYM1972,91.01,1189.3232,1.247,0.1591,0.8896,21.2269,2716.4055,15.1808
SYM1973,93.98,1512.7591,1.3075,0.1149,0.8994,16.0144,2685.6703,10.2767
SYM1974,86.94,1744.6126,1.4133,0.2014,0.8467,24.8662,2567.0268,20.8657
SYM1975,99.03,1770.7334,1.3978,0.2727,0.8171,34.0622,2468.4768,30.9802
SYM1976,87.96,2037.277,1.4681,0.2033,0.8693,24.5971,2859.2365,21.5927
SYM1977,108.07,1340.6819,1.443,0.2252,0.9108,22.948,2672.9605,24.7127
SYM1978,91.98,1355.9883,1.2822,0.2512,0.9024,28.2459,2536.3458,27.1547
SYM1979,85.92,1958.3287,1.3415,0.2359,0.8345,30.1236,2433.5619,25.8091
SYM1980,129.76,1346.9636,1.1492,0.0582,0.8243,8.3695,2004.9529,4.1051
SYM1981,93.92,557.402,1.1981,0.1334,0.9632,11.1929,2822.6456,11.7695
SYM1982,89.93,1613.3713,1.0865,0.103,0.8143,13.4451,2924.547,9.6526
SYM1983,101.96,1053.0561,1.3168,0.1384,0.7714,8.8607,2716.575,13.4022
SYM1984,114.67,2204.2501,1.2087,0.16,0.747,22.4812,1641.5138,15.9199
SYM1985,101.98,1012.185,1.2471,0.3476,0.863,25.5019,2940.0473,42.5256
SYM1986,104.87,1718.2198,1.2196,0.2434,0.9389,34.2522,2115.7265,26.1997
SYM1987,83.0,1335.3281,1.4913,0.2659,0.886,20.5915,2920.0053,29.3631
SYM1988,95.91,1622.7073,1.5097,0.2606,0.8263,25.0415,2568.9003,29.3639
SYM1989,113.12,1435.5573,1.1601,0.1706,0.8843,22.7273,2082.4054,17.0455
SYM1990,91.95,1310.0771,1.2921,0.2696,0.9315,27.8918,2738.8571,29.91
SYM1991,139.99,1157.6059,1.3691,0.2707,0.8576,29.4671,2473.2422,30.3374
SYM1992,93.56,1958.6632,1.2434,0.2587,0.888,30.731,1854.022,28.8088
SYM1993,105.88,1748.0451,1.4988,0.2716,0.846,25.6834,2849.5706,31.3521
SYM1994,91.78,1271.9745,1.3916,0.2889,0.8866,26.0887,2155.3845,33.6189
SYM1995,92.01,1560.3729,1.3587,0.1415,0.8292,16.41,2300.9062,13.5813
SYM1996,133.86,1799.2836,1.4096,0.2563,0.8401,27.8974,2417.3523,28.3693
SYM1997,107.81,1596.4699,1.1603,0.2174,0.9069,32.4534,2146.0553,22.8318
SYM1998,93.93,914.9703,1.3605,0.2479,0.9118,18.6666,2975.6311,27.7787
SYM1999,95.97,1697.3203,1.4465,0.1925,0.7576,18.1016,2610.6225,20.8242
SYM2000,97.91,2006.9432,1.3836,0.2648,0.8043,29.2136,2158.0022,30.0901
SYM2001,152.99,1000.237,1.2342,0.3165,0.8874,33.17,2523.0747,37.6138
SYM2002,103.77,1055.7539,1.2348,0.2702,0.9032,21.0276,2706.9989,31.2467
SYM2003,100.92,1661.0314,1.3253,0.188,0.8905,23.5453,2431.7343,19.5661
SYM2004,89.92,1288.3658,1.5632,0.2864,0.8677,19.6047,2901.7461,33.5847
SYM2005,90.1,1070.7758,1.1466,0.2721,0.9256,29.4217,2378.2517,31.1014
SYM2006,97.92,1103.9903,1.288,0.2515,0.9052,25.4728,1940.9285,27.4424
SYM2007,139.75,1549.3721,1.2766,0.2686,0.8289,33.0238,2108.0333,30.8736
SYM2008,89.97,1132.1247,1.1348,0.2453,0.921,26.0079,2472.4909,26.9352
SYM2009,83.95,940.9667,1.2684,0.1944,0.9177,18.7564,2227.0207,19.7382
SYM2010,122.09,1880.2945,1.0463,0.2144,0.9115,34.3453,2047.2415,22.8726
SYM2011,93.01,1213.0535,1.4197,0.2721,0.9024,28.9689,2494.6924,30.1936
SYM2012,154.0,1789.0085,1.332,0.2623,0.8498,34.9357,2036.9518,28.696
SYM2013,123.63,971.6727,1.4993,0.2901,0.9194,25.5994,2982.8887,32.8468
SYM2014,152.2,1620.1377,1.2354,0.0619,0.8801,13.6245,1998.7141,4.1503
SYM2015,162.08,1359.3489,1.493,0.2781,0.8557,26.1516,2683.3661,31.6054
SYM2016,99.01,1992.7296,1.5904,0.1836,0.8322,21.3921,2659.7081,18.8814
SYM2017,92.88,789.7386,1.1556,0.2972,0.9464,37.6531,2615.2013,33.4081
SYM2018,122.95,783.7334,1.4494,0.281,0.9542,25.4271,2502.9753,31.8051
SYM2019,89.97,2174.2236,1.3733,0.2762,0.8479,40.1472,2220.1861,31.1535
SYM2020,104.91,1796.1117,1.3391,0.2194,0.8786,30.047,2313.2785,23.8017
SYM2021,86.95,1897.4559,1.2564,0.2632,0.9236,40.4497,2239.2975,28.4468
SYM2022,92.0,1759.7154,1.2979,0.2386,0.8956,34.3141,2300.783,26.0601
SYM2023,101.95,1873.6397,1.4621,0.2738,0.8517,32.6317,2595.8009,31.0288
SYM2024,90.97,1235.5736,1.2877,0.1885,0.9323,20.4605,1978.694,19.0689
SYM2025,154.64,1200.5051,1.336,0.2745,0.8934,38.368,2257.6077,30.4479
SYM2026,122.22,1604.96,1.3536,0.0731,0.84,10.2906,2510.5593,5.4071
SYM2027,91.79,1638.4997,1.3022,0.1937,0.8966,16.9601,2363.404,20.976
SYM2028,119.5,675.7627,1.2295,0.2206,0.9789,25.4204,3003.803,22.3086
SYM2029,128.15,1934.5811,1.1936,0.1837,0.8467,21.5354,2670.8607,19.2132
SYM2030,172.27,1866.3575,1.5093,0.1099,0.8952,14.9086,2408.7236,9.0983
SYM2031,112.51,2540.9729,1.5074,0.2138,0.8519,29.9354,2261.2663,22.7522
SYM2032,129.5,1245.8279,1.4988,0.323,0.8793,28.1881,2783.1516,37.9724
SYM2033,95.94,1302.1633,1.6123,0.2319,0.9143,23.7769,2639.7156,24.8838
SYM2034,89.95,870.6772,1.2173,0.057,0.9103,7.4772,2501.2497,3.8688
