FeatureCodePK,FeaturedArtistName
5853,TR461242,
5854,TR647310,
5855,TR485827,
5856,TR120138,
5857,TR125702,Isabella Turso
5858,TR472791,
5859,TR874406,Isabella Turso
5860,TR286398,
5861,TR307610,Beatrice Quinta
5862,TR307610,Guè
5863,TR923542,
5864,TR987436,Isabella Turso
5865,TR936498,
5866,TR363764,Isabella Turso
5867,TR907468,Isabella Turso
5868,TR963266,Perturbazione
5869,TR307124,
5870,TR237090,
5871,TR177030,
5872,TR475283,
5873,TR490505,Isabella Turso
5874,TR589027,
5875,TR681764,
5876,TR864308,Isabella Turso
5877,TR609990,
5878,TR428374,
5879,TR323298,Two Fingerz
5880,TR175899,Isabella Turso
5881,TR391108,
5882,TR833925,Isabella Turso
5883,TR794461,Massimo Pericolo
5884,TR794461,Jake La Furia
5885,TR461226,
5886,TR643190,
5887,TR523601,
5888,TR973561,
5889,TR196227,
5890,TR923803,Rkomi
5891,TR923803,Vincenzo Fasano
5892,TR712644,
5893,TR941157,
5894,TR905584,
5895,TR904502,
5896,TR214072,Isabella Turso
5897,TR270005,
5898,TR764973,
5899,TR658276,
5900,TR469076,
5901,TR476506,
5902,TR155551,
5903,TR260634,Andrea Nardinocchi
5904,TR343490,
5905,TR827827,
5906,TR694865,
5907,TR822792,Emiliano Pepe
5908,TR170471,
5909,TR876099,
5910,TR599417,
5911,TR549058,
5912,TR559694,
5913,TR529649,
5914,TR298949,
5915,TR247067,Emiliano Pepe
5916,TR131441,
5917,TR660330,Andrea Volontè
5918,TR212843,
5919,TR405065,
5920,TR349637,
5921,TR248735,
5922,TR917304,
5923,TR824623,
5924,TR744960,
5925,TR810620,
5926,TR248564,
5927,TR671082,Crookers
5928,TR562790,
5929,TR899116,
5930,TR382151,Two Fingerz
5931,TR382151,Ghemon
5932,TR355337,Two Fingerz
5933,TR623145,Max Pezzali
5934,TR964059,Emiliano Pepe
5935,TR945377,
5936,TR847499,JV (ITA)
5937,TR547480,
5938,TR572985,
5939,TR719326,Two Fingerz
5940,TR104437,
5941,TR894620,Daniele Vit
5942,TR392847,
5943,TR960109,
5944,TR593223,
5945,TR838194,J-Ax
5946,TR401618,
5947,TR376575,
5948,TR358513,
5949,TR289356,
5950,TR613107,
5951,TR615463,
5952,TR319774,
5953,TR446342,Fabri Fibra
5954,TR446342,Danti
5955,TR762074,
5956,TR319283,
5957,TR362002,
5958,TR746939,Daniele Vit
5959,TR982139,
5960,TR757620,J-Ax
5961,TR183122,
5962,TR275157,
5963,TR303180,
5964,TR992694,
5965,TR564210,
5966,TR402334,
5967,TR787762,Two Fingerz
5968,TR340791,
5969,TR978886,
5970,TR831459,
5971,TR255853,
5972,TR527079,
5973,TR310700,
5974,TR413401,Two Fingerz
5975,TR607640,
5976,TR246918,
5977,TR888611,
5978,TR724778,Enrico Ruggeri
5979,TR837880,
5980,TR354409,JV (ITA)
5981,TR118622,
5982,TR444361,
5983,TR755829,
5984,TR972711,Two Fingerz
5985,TR632634,
5986,TR309714,
5987,TR772026,Michelle Lily
5988,TR118984,
5989,TR711256,
5990,TR248067,Andrea Nardinocchi
5991,TR861376,
5992,TR367374,Andrea Volontè
5993,TR211926,
5994,TR310355,Emiliano Pepe
5995,TR659735,
5996,TR791653,
5997,TR998523,Remi Tone
5998,TR998523,Ras Six
5999,TR813523,Emiliano Pepe
6000,TR651038,
6001,TR539099,
6002,TR699389,
6003,TR334539,
6004,TR361346,Two Fingerz
6005,TR553115,
6006,TR732168,
6007,TR520829,
6008,TR166092,
6009,TR799836,
6010,TR833741,
6011,TR496667,
6012,TR143881,Two Fingerz
6013,TR731433,
6014,TR463829,
6015,TR987939,
6016,TR722421,Don Joe
6017,TR445829,
6018,TR370919,
6019,TR107687,
6020,TR215844,
6021,TR881638,
6022,TR136208,Slait
6023,TR629849,
6024,TR810215,
6025,TR181716,
6026,TR470954,
6027,TR262454,
6028,TR171315,
6029,TR883768,Kill Mauri
6030,TR404955,
6031,TR341741,
6032,TR168331,
6033,TR331767,
6034,TR237894,Clo Sísmico
6035,TR325738,
6036,TR645720,
6037,TR367782,
6038,TR739172,
6039,TR817717,Sfera Ebbasta
6040,TR702350,Marracash
6041,TR102848,
6042,TR592734,
6043,TR491141,Guè
6044,TR491141,MV Killa
6045,TR718501,
6046,TR380439,Lazza
6047,TR587246,
6048,TR975291,
6049,TR151971,
6050,TR138131,
6051,TR298890,Sfera Ebbasta
6052,TR931849,
6053,TR765507,
6054,TR728438,
6055,TR539687,
6056,TR700763,
6057,TR979985,
6058,TR488386,
6059,TR680063,Lazza
6060,TR680063,Takagi & Ketra
6061,TR685477,
6062,TR122994,Emis Killa
6063,TR681336,
6064,TR953180,Shiva
6065,TR890466,Yung Snapp
6066,TR890466,MV Killa
6067,TR890466,Lele Blade
6068,TR395152,Luchè
6069,TR610158,
6070,TR898120,
6071,TR568504,
6072,TR495887,
6073,TR772543,
6074,TR801899,
6075,TR515471,
6076,TR827859,
6077,TR373017,
6078,TR675386,Guè
6079,TR964778,Rose Villain
6080,TR480030,Maria Becerra
6081,TR734614,Roshelle
6082,TR316389,Shiva
6083,TR329853,
6084,TR122860,
6085,TR824204,
6086,TR463464,
6087,TR913115,
6088,TR911882,
6089,TR135152,Giorgia
6090,TR760233,
6091,TR824929,Guè
6092,TR718886,
6093,TR426669,
6094,TR746993,
6095,TR186893,Ultimo
6096,TR836017,
6097,TR411227,
6098,TR224984,
6099,TR226565,
6100,TR644698,
6101,TR944967,
6102,TR102911,
6103,TR357020,
6104,TR718142,
6105,TR645009,
6106,TR662123,
6107,TR121417,
6108,TR458726,Guè
6109,TR915066,
6110,TR392057,
6111,TR188942,
6112,TR325882,
6113,TR429083,
6114,TR610698,
6115,TR723180,
6116,TR909668,Paky
6117,TR151150,
6118,TR636329,Co’Sang
6119,TR416624,
6120,TR202472,
6121,TR794685,
6122,TR165851,
6123,TR703993,
6124,TR318894,Lele Blade
6125,TR776857,Lele Blade
6126,TR602610,
6127,TR109276,Guè
6128,TR109276,Luchè
6129,TR109276,Gigi D’Alessio
6130,TR900520,Luchè
6131,TR321042,Shiva
6132,TR544471,Lil’ Young
6133,TR208259,
6134,TR491432,
6135,TR732555,
6136,TR976039,
6137,TR357633,
6138,TR205809,Sapobully
6139,TR205809,Taxi B
6140,TR376583,
6141,TR409374,
6142,TR854713,Samurai Jay
6143,TR633004,
6144,TR948275,
6145,TR812051,
6146,TR124924,
6147,TR306134,
6148,TR214821,Rick Ross
6149,TR319207,Federica Carta
6150,TR117560,
6151,TR521169,
6152,TR670077,
6153,TR829663,
6154,TR945294,
6155,TR529555,Giulia Penna
6156,TR612504,
6157,TR778525,Nitro
6158,TR663257,
6159,TR487842,Fred De Palma
6160,TR553734,
6161,TR243618,
6162,TR932965,
6163,TR691735,
6164,TR933338,
6165,TR302633,
6166,TR404329,
6167,TR473172,Rew (ITA)
6168,TR473172,Willie Peyote
6169,TR473172,Fred De Palma
6170,TR368323,
6171,TR336315,
6172,TR890411,
6173,TR796189,
6174,TR169235,
6175,TR798510,
6176,TR967799,
6177,TR773032,
6178,TR877516,
6179,TR415897,
6180,TR362016,
6181,TR678136,CaneSecco
6182,TR693254,
6183,TR780686,
6184,TR270747,
6185,TR692544,Emma Muscat
6186,TR632785,Bouchra
6187,TR829480,J-Ax
6188,TR280358,
6189,TR751382,MadMan
6190,TR582303,
6191,TR635654,
6192,TR573375,Blue Virus
6193,TR910706,
6194,TR618938,Grido
6195,TR314353,
6196,TR131599,
6197,TR543589,
6198,TR526337,
6199,TR961274,MadMan
6200,TR355060,
6201,TR243306,Danti
6202,TR588449,
6203,TR509106,J-Ax
6204,TR484044,
6205,TR926119,
6206,TR197984,
6207,TR315504,Danti
6208,TR760357,
6209,TR455104,
6210,TR762554,Vegas Jones
6211,TR762554,Giaime
6212,TR549497,
6213,TR685521,
6214,TR200688,
6215,TR144628,Federica Carta
6216,TR224957,
6217,TR769659,Bouchra
6218,TR889194,
6219,TR660171,
6220,TR855257,
6221,TR129216,
6222,TR367068,Dani Faiv
6223,TR367068,Nerone
6224,TR192991,
6225,TR418051,
6226,TR306273,
6227,TR492701,
6228,TR869083,
6229,TR269406,
6230,TR165935,
6231,TR194062,
6232,TR310822,
6233,TR454236,Federica Carta
6234,TR664033,
6235,TR425062,
6236,TR437598,
6237,TR194664,
6238,TR552951,
6239,TR130765,
6240,TR720242,
6241,TR843448,
6242,TR957157,
6243,TR721488,
6244,TR462748,
6245,TR683730,
6246,TR643882,
6247,TR825870,
6248,TR940113,
6249,TR933847,Gli Autogol
6250,TR609176,
6251,TR101350,P.A.P.A.
6252,TR140752,
6253,TR276729,
6254,TR826932,
6255,TR345727,
6256,TR382692,
6257,TR883587,
6258,TR133345,Capo Plaza
6259,TR533807,Massimo Pericolo
6260,TR818380,
6261,TR373885,
6262,TR648074,Lazza
6263,TR594038,Fabri Fibra
6264,TR594038,Salmo
6265,TR457359,
6266,TR670228,Lazza
6267,TR146494,
6268,TR803223,Tedua
6269,TR839644,Marracash
6270,TR178959,Lazza
6271,TR452849,
6272,TR673308,
6273,TR127689,
6274,TR777808,
6275,TR746260,
6276,TR186622,
6277,TR172378,Boss Doms
6278,TR172378,Achille Lauro
6279,TR826237,
6280,TR153202,
6281,TR821419,Gemitaiz
6282,TR821419,Vegas Jones
6283,TR529433,
6284,TR137727,
6285,TR471128,Gemitaiz
6286,TR471128,MadMan
6287,TR560874,Guè
6288,TR503797,
6289,TR149622,
6290,TR729855,
6291,TR592916,Sfera Ebbasta
6292,TR903128,
6293,TR402898,Lazza
6294,TR233632,Jake La Furia
6295,TR233632,RollzRois
6296,TR319532,
6297,TR724695,Madame
6298,TR283862,Geolier
6299,TR365350,Jake La Furia
6300,TR646205,Massimo Pericolo
6301,TR888929,
6302,TR371074,
6303,TR429671,PashaPG
6304,TR429671,6ix9ine
6305,TR558533,
6306,TR183823,
6307,TR541095,Neffa
6308,TR727942,Gemitaiz
6309,TR446204,
6310,TR400633,
6311,TR534818,
6312,TR434369,
6313,TR860253,
6314,TR307830,Capo Plaza
6315,TR307625,Maruego
6316,TR945304,
6317,TR282488,
6318,TR967179,
6319,TR604466,Coez
6320,TR735818,Carl Brave
6321,TR196688,J Lord
6322,TR465511,Rizzo
6323,TR239521,
6324,TR539563,Ernia
6325,TR599704,
6326,TR661175,
6327,TR588909,Ernia
6328,TR588909,Coez
6329,TR713577,Guè
6330,TR577594,
6331,TR312337,Not Good
6332,TR312337,Inamos
6333,TR879863,
6334,TR242903,Fabri Fibra
6335,TR733688,
6336,TR285818,nayt
6337,TR642025,Rose Villain
6338,TR563453,Jake La Furia
6339,TR563453,Montenero
6340,TR446032,
6341,TR864659,Rkomi
6342,TR954381,
6343,TR595740,Lazza
6344,TR202928,Speranza
6345,TR746329,Salmo
6346,TR852821,Giso
6347,TR852821,Jamil
6348,TR418304,
6349,TR836111,
6350,TR851687,J-Ax
6351,TR322508,
6352,TR639280,
6353,TR752222,Lazza
6354,TR752222,Giso
6355,TR273746,Mera (ITA)
6356,TR810261,
6357,TR263339,
6358,TR820539,Neima Ezza
6359,TR321716,
6360,TR954909,
6361,TR161242,
6362,TR772132,
6363,TR882137,Geolier
6364,TR510420,Guè
6365,TR183070,
6366,TR590550,
6367,TR561739,
6368,TR127227,
6369,TR737505,Guè
6370,TR320244,
6371,TR539984,
6372,TR506835,Andrea Piraz
6373,TR589690,Jake La Furia
6374,TR711745,Vacca
6375,TR711745,Jamil
6376,TR835710,Marracash
6377,TR835710,J-Ax
6378,TR835710,Club Dogo
6379,TR795581,Capo Plaza
6380,TR795581,Jake La Furia
6381,TR795581,Baby Gang
6382,TR735821,
6383,TR576467,Marracash
6384,TR924868,Entics
6385,TR832370,Clementino
6386,TR793391,Luchè
6387,TR922237,Massimo Pericolo
6388,TR768620,Salmo
6389,TR196764,Daniele Vit
6390,TR530444,Westside Gunn
6391,TR405799,
6392,TR846536,
6393,TR684100,Guè
6394,TR446447,
6395,TR678952,Lazza
6396,TR285352,Lazza
6397,TR163534,
6398,TR767145,Fabio De Martino
6399,TR509449,Rayden (ITA)
6400,TR311195,
6401,TR885368,Simba La Rue
6402,TR863589,
6403,TR442317,
6404,TR410544,
6405,TR346194,
6406,TR344645,Gemitaiz
6407,TR913812,Jake La Furia
6408,TR353482,
6409,TR969618,
6410,TR599001,
6411,TR229532,Duellz
6412,TR229532,Giso
6413,TR841533,
6414,TR632750,
6415,TR427952,
6416,TR728561,
6417,TR429745,
6418,TR936850,
6419,TR134198,
6420,TR577263,Fabri Fibra
6421,TR776109,
6422,TR436858,Fedez
6423,TR449626,
6424,TR808733,
6425,TR872895,Giso
6426,TR628407,
6427,TR578357,
6428,TR230128,
6429,TR334001,Giso
6430,TR334001,Bassi Maestro
6431,TR334001,Clark P.
6432,TR344932,Massimo Pericolo
6433,TR516911,
6434,TR811277,Maruego
6435,TR227840,
6436,TR563313,Giso
6437,TR563313,Salmo
6438,TR232946,Antonella Lo Coco
6439,TR400237,
6440,TR610907,Ensi
6441,TR279770,Skin
6442,TR514153,Ensi
6443,TR962637,Raige
6444,TR868394,Vacca
6445,TR361057,
6446,TR341422,
6447,TR853070,
6448,TR452361,CaneSecco
6449,TR452361,Duellz
6450,TR452361,Giso
6451,TR321602,
6452,TR772797,Not Good
6453,TR732751,
6454,TR562590,
6455,TR832513,Max Pezzali
6456,TR889717,Saturnino
6457,TR556679,
6458,TR515292,Fedez
6459,TR994401,
6460,TR416685,Duellz
6461,TR416685,Giso
6462,TR998534,
6463,TR442147,Rox
6464,TR396935,Duellz
6465,TR755554,Tormento
6466,TR638688,
6467,TR557610,
6468,TR671814,Luchè
6469,TR375047,Rayden (ITA)
6470,TR375047,Asher Kuno
6471,TR105169,Bassi Maestro
6472,TR105169,Giso
6473,TR992089,
6474,TR443177,Asher Kuno
6475,TR578276,Entics
6476,TR160361,Ill Cecka
6477,TR160361,Agon
6478,TR160361,Gabba
6479,TR160361,Dafa aka Kilkenny
6480,TR160361,Duellz
6481,TR160361,Giso
6482,TR294045,Duellz
6483,TR304970,Danny Damn Vito
6484,TR304970,DJ Telaviv
6485,TR790220,CaneSecco
6486,TR130226,Fred De Palma
6487,TR725131,
6488,TR371763,Bassi Maestro
6489,TR948486,
6490,TR824322,
6491,TR471601,Ensi
6492,TR509074,Duellz
6493,TR476618,Giso
6494,TR896362,Sistah Kinky
6495,TR896362,Giso
6496,TR792916,Ensi
6497,TR942952,Giso
6498,TR599511,
6499,TR781417,
6500,TR856167,
6501,TR812127,
6502,TR207533,
6503,TR492119,
6504,TR116632,
6505,TR195738,
6506,TR901674,Jack The Smoker
6507,TR850201,
6508,TR703510,Rise Beatbox
6509,TR703510,Agon
6510,TR703510,Gabba
6511,TR776727,Montenero
6512,TR118068,Amir Issaa
6513,TR473599,
6514,TR644353,
6515,TR861934,
6516,TR830049,
6517,TR152593,
6518,TR985355,
6519,TR492308,Lucio Dalla
6520,TR307820,Fedez
6521,TR579405,
6522,TR120870,
6523,TR672982,
6524,TR383484,
6525,TR545676,
6526,TR168066,Fedez
6527,TR495279,
6528,TR469519,
6529,TR660715,Rokas
6530,TR660715,G.bit
6531,TR703869,
6532,TR211952,
6533,TR581289,
6534,TR739558,
6535,TR752019,
6536,TR175943,
6537,TR997559,
6538,TR518958,
6539,TR256446,T-Pain
6540,TR479270,
6541,TR421482,Stash
6542,TR421482,Levante
6543,TR506678,
6544,TR757904,
6545,TR993847,
6546,TR778607,
6547,TR270873,Il Cile
6548,TR771090,Alessandra Amoroso
6549,TR613215,
6550,TR290512,
6551,TR785846,
6552,TR869867,
6553,TR273723,
6554,TR998141,
6555,TR820376,Arisa
6556,TR176076,Alessia Cara
6557,TR364567,
6558,TR752364,Giusy Ferreri
6559,TR143905,Max Pezzali
6560,TR554388,
6561,TR378317,Sergio Sylvestre
6562,TR120848,Chadia
6563,TR464994,
6564,TR970312,
6565,TR414313,
6566,TR577744,Jake La Furia
6567,TR553159,
6568,TR480894,
6569,TR961166,
6570,TR584668,Loredana Bertè
6571,TR391745,
6572,TR353830,Boomdabash
6573,TR773681,
6574,TR374298,Il Pagante
6575,TR426875,Annalisa
6576,TR426875,Luca Di Stefano
6577,TR636125,
6578,TR922941,Marracash
6579,TR922941,Space One
6580,TR922941,Jake La Furia
6581,TR922941,Guè
6582,TR922941,Chief (ITA)
6583,TR469990,Nek
6584,TR822952,
6585,TR693617,Neffa
6586,TR560531,Jake La Furia
6587,TR502516,
6588,TR168300,
6589,TR207909,
6590,TR549559,Sergio Sylvestre
6591,TR982740,
6592,TR879099,Fedez
6593,TR425348,
6594,TR894632,Giò Sada
6595,TR915899,Club Dogo
6596,TR270782,
6597,TR143196,
6598,TR575166,
6599,TR469800,
6600,TR321082,
6601,TR875453,
6602,TR843425,
6603,TR527355,Mr.Rain
6604,TR490261,Paola Turci
6605,TR504773,Enrico Ruggeri
6606,TR291052,Grido
6607,TR998017,Nina Zilli
6608,TR618565,Guè
6609,TR588795,Il Cile
6610,TR158111,
6611,TR107206,
6612,TR674308,
6613,TR298833,
6614,TR150403,
6615,TR494478,The Styles (ITA)
6616,TR887531,Il Cile
6617,TR316223,
6618,TR713207,Valerio Jovine
6619,TR127219,
6620,TR188463,Emiliano Valverde
6621,TR394547,
6622,TR983311,Ermal Meta
6623,TR868553,
6624,TR493109,
6625,TR549768,
6626,TR557283,Jovanotti
6627,TR709887,
6628,TR742052,
6629,TR981955,
6630,TR880632,Irene Viboras
6631,TR277849,
6632,TR608620,Marracash
6633,TR505614,
6634,TR654606,
6635,TR812094,
6636,TR503165,
6637,TR637360,Bianca Atzei
6638,TR137448,Mistaman
6639,TR137448,CaneSecco
6640,TR188994,
6641,TR494136,
6642,TR927094,Jake La Furia
6643,TR294102,
6644,TR986733,
6645,TR184425,Francesco Sarcina
6646,TR894140,
6647,TR385695,
6648,TR996272,Federica Abbate
6649,TR796768,Grido
6650,TR110708,
6651,TR819937,
6652,TR779402,
6653,TR184414,
6654,TR528626,
6655,TR877056,Pino Daniele
6656,TR286786,
6657,TR661827,
6658,TR836535,
6659,TR968707,
6660,TR909654,Guido Style
6661,TR423201,
6662,TR271480,
6663,TR302427,
6664,TR861449,
6665,TR397832,
6666,TR119184,
6667,TR867809,
6668,TR615292,
6669,TR682467,
6670,TR323581,
6671,TR364833,Space One
6672,TR280663,
6673,TR794147,
6674,TR460681,
6675,TR613105,
6676,TR665206,Freank Antoni
6677,TR151280,
6678,TR610686,
6679,TR781796,
6680,TR544426,
6681,TR103788,Guido Style
6682,TR758202,
6683,TR494627,Navigator
6684,TR494627,Steve Forest
6685,TR776802,Elio (ITA)
6686,TR402670,Pau Donés
6687,TR373628,Chiara
6688,TR307456,
6689,TR680749,
6690,TR982209,
6691,TR322403,
6692,TR242160,
6693,TR240272,
6694,TR742710,
6695,TR990125,
6696,TR286718,
6697,TR554331,
6698,TR499274,
6699,TR401313,
6700,TR898409,
6701,TR487479,
6702,TR295553,
6703,TR550675,
6704,TR950685,Maya Giglio
6705,TR396917,Dutch Nazari
6706,TR674908,
6707,TR690663,
6708,TR468170,
6709,TR494775,
6710,TR316825,
6711,TR824661,
6712,TR706525,
6713,TR536847,Roy Paci
6714,TR633770,Hyst
6715,TR448988,
6716,TR451402,
6717,TR249616,
6718,TR248531,
6719,TR129183,
6720,TR321956,
6721,TR166344,Jolly Mare
6722,TR845768,
6723,TR550678,
6724,TR971871,
6725,TR292453,
6726,TR687250,
6727,TR358362,
6728,TR720799,
6729,TR837091,Paolito
6730,TR837091,Ensi
6731,TR230483,
6732,TR446461,
6733,TR760372,
6734,TR803887,
6735,TR757742,Tormento
6736,TR394599,
6737,TR221845,
6738,TR248450,
6739,TR781101,Giorgio Montanini
6740,TR132199,Michela Giraud
6741,TR765807,
6742,TR879254,
6743,TR478181,
6744,TR168292,
6745,TR552477,
6746,TR665995,
6747,TR837557,
6748,TR931163,
6749,TR648554,
6750,TR241565,
6751,TR332741,
6752,TR794431,Fast Animals and Slow Kids
6753,TR980283,
6754,TR316443,
6755,TR435194,
6756,TR321227,
6757,TR307322,
6758,TR849294,
6759,TR130080,
6760,TR493265,Un ubriaco
6761,TR725738,Shaggy
6762,TR725738,Don Joe
6763,TR191523,
6764,TR386060,
6765,TR646632,
6766,TR263611,
6767,TR252408,
6768,TR343867,
6769,TR960529,
6770,TR984362,
6771,TR997608,Jake La Furia
6772,TR997608,Speranza
6773,TR813383,
6774,TR202560,Ditonellapiaga
6775,TR737190,DJ Koma aka Mauràs
6776,TR737190,Michael Sorriso
6777,TR546224,Shula
6778,TR546224,DJ Lil Cut
6779,TR785441,
6780,TR176466,
6781,TR925519,
6782,TR457060,Samuel
6783,TR973104,
6784,TR205901,
6785,TR947267,
6786,TR480468,
6787,TR492871,
6788,TR844277,
6789,TR375900,
6790,TR453610,
6791,TR382547,
6792,TR379498,
6793,TR618875,DJ Lil Cut
6794,TR618875,Canebullo
6795,TR505442,PUGNI
6796,TR596146,
6797,TR270756,
6798,TR415067,
6799,TR445965,
6800,TR622278,PUGNI
6801,TR622278,Fudasca
6802,TR927968,
6803,TR873859,DJ DOPS
6804,TR746234,
6805,TR508671,
6806,TR154083,
6807,TR291698,
6808,TR222045,Shula
6809,TR443829,Tiromancino
6810,TR443829,Ditonellapiaga
6811,TR411528,
6812,TR135353,
6813,TR307925,
6814,TR332889,
6815,TR186926,
6816,TR671689,Speaker Cenzou
6817,TR637166,
6818,TR154604,
6819,TR776534,Paolo Rossi
6820,TR776534,Caparezza
6821,TR835382,Caparezza
6822,TR122959,Speaker Cenzou
6823,TR273611,
6824,TR874084,
6825,TR495697,
6826,TR902431,
6827,TR118930,
6828,TR484623,Clementino
6829,TR476154,
6830,TR505978,
6831,TR590616,Alborosie
6832,TR590616,Mama Marjas
6833,TR662476,
6834,TR373531,Speaker Cenzou
6835,TR275698,J-Ax
6836,TR756066,
6837,TR132585,
6838,TR999155,
6839,TR654595,
6840,TR344870,
6841,TR549200,
6842,TR788046,
6843,TR699548,
6844,TR339693,
6845,TR543679,Subsonica
6846,TR319679,
6847,TR611994,
6848,TR630673,
6849,TR931482,
6850,TR435889,
6851,TR165809,
6852,TR823708,
6853,TR909140,
6854,TR424648,Papa J
6855,TR424648,Speaker Cenzou
6856,TR201996,Ensi
6857,TR966189,
6858,TR712268,
6859,TR580997,Clementino
6860,TR174802,
6861,TR855568,
6862,TR410734,
6863,TR930672,
6864,TR138182,
6865,TR674690,Enzo Avitabile
6866,TR539432,
6867,TR537132,
6868,TR579199,
6869,TR993661,
6870,TR879122,
6871,TR640245,
6872,TR845425,
6873,TR387937,
6874,TR350598,General Levy
6875,TR389594,
6876,TR401736,
6877,TR189615,
6878,TR591470,Francesco Di Bella
6879,TR591470,Urban Snakes
6880,TR696979,
6881,TR116451,
6882,TR783484,
6883,TR370609,
6884,TR649674,
6885,TR530579,
6886,TR143443,
6887,TR526297,
6888,TR258476,
6889,TR519034,Nuova Compagnia Di Canto Popolare
6890,TR114315,Valerio Jovine
6891,TR569301,Daniele Sepe
6892,TR569301,Valerio Jovine
6893,TR942923,Daniele Sepe
6894,TR156562,Speaker Cenzou
6895,TR156562,Valerio Jovine
6896,TR163786,Speaker Cenzou
6897,TR163786,Valerio Jovine
6898,TR575651,
6899,TR857884,
6900,TR220195,
6901,TR888706,
6902,TR678582,
6903,TR537691,
6904,TR865495,Guè
6905,TR877710,
6906,TR335363,
6907,TR716125,Naive
6908,TR708261,
6909,TR775648,
6910,TR772056,
6911,TR176812,
6912,TR719214,Jake La Furia
6913,TR115763,
6914,TR499547,Guè
6915,TR644922,Vacca
6916,TR397706,
6917,TR486099,Fred De Palma
6918,TR726643,
6919,TR853797,Guè
6920,TR767501,
6921,TR316680,Fabri Fibra
6922,TR842980,
6923,TR330373,
6924,TR297551,Fabri Fibra
6925,TR212025,Boomdabash
6926,TR545149,
6927,TR959254,
6928,TR767515,
6929,TR421393,
6930,TR647831,Raf
6931,TR264115,
6932,TR144549,
6933,TR427204,Alessio La Profunda Melodia
6934,TR534375,Marracash
6935,TR880812,DJ Double S
6936,TR880812,Ensi
6937,TR919646,Emis Killa
6938,TR967808,
6939,TR132681,Casino Royale
6940,TR469586,
6941,TR838832,
6942,TR524727,Reverendo
6943,TR700760,
6944,TR267868,Guè
6945,TR677692,Mr Poto
6946,TR710983,Naive
6947,TR122005,
6948,TR242371,
6949,TR791573,
6950,TR673204,
6951,TR496473,
6952,TR405610,
6953,TR520154,
6954,TR383581,Ensi
6955,TR481674,
6956,TR625444,Jake La Furia
6957,TR466503,
6958,TR367993,
6959,TR538687,
6960,TR633097,
6961,TR686714,
6962,TR608925,
6963,TR143725,
6964,TR914393,
6965,TR814143,
6966,TR749113,
6967,TR149907,
6968,TR200363,Fabri Fibra
6969,TR932198,
6970,TR579531,Emis Killa
6971,TR472272,
6972,TR126640,Gamba The Lenk
6973,TR958953,
6974,TR907837,
6975,TR981209,
6976,TR899178,Chaka Nano
6977,TR460697,Ensi
6978,TR139928,
6979,TR448254,Denny La Home
6980,TR827930,
6981,TR426075,
6982,TR317320,
6983,TR646439,
6984,TR811890,
6985,TR173843,
6986,TR824281,
6987,TR567353,
6988,TR995849,Reverendo
6989,TR617694,
6990,TR485857,
6991,TR915200,
6992,TR172322,
6993,TR450552,Papa Samu
6994,TR207161,Vaitea
6995,TR842651,
6996,TR927810,
6997,TR970446,Sick Il Magro
6998,TR245738,
6999,TR290378,
7000,TR405937,
7001,TR104414,
7002,TR843223,Esa
7003,TR221503,
7004,TR104255,
7005,TR665858,
7006,TR951489,
7007,TR790264,
7008,TR293872,Gaia
7009,TR293872,Sissi
7010,TR293872,LA NIÑA
7011,TR203069,Ensi
7012,TR914253,
7013,TR342506,
7014,TR852300,
7015,TR754440,
7016,TR583016,M¥SS KETA
7017,TR152064,
7018,TR505262,
7019,TR369326,
7020,TR536244,
7021,TR870175,
7022,TR345666,LA NIÑA
7023,TR439115,
7024,TR455409,
7025,TR355116,
7026,TR276597,
7027,TR134516,
7028,TR830275,
7029,TR230364,
7030,TR326533,
7031,TR840430,
7032,TR285498,
7033,TR133646,
7034,TR917724,
7035,TR669736,
7036,TR647227,
7037,TR350783,
7038,TR543984,
7039,TR712632,Tedua
7040,TR712632,Rkomi
7041,TR712632,Lazza
7042,TR951321,
7043,TR117975,
7044,TR443738,
7045,TR319893,
7046,TR279570,Guè
7047,TR107242,
7048,TR978882,
7049,TR356357,
7050,TR957838,Fabri Fibra
7051,TR219464,Rkomi
7052,TR757272,
7053,TR474559,
7054,TR663909,
7055,TR544186,Shiva
7056,TR760616,
7057,TR355503,Madame
7058,TR869063,Moses Sangare
7059,TR869063,IZI
7060,TR863750,
7061,TR368873,
7062,TR441834,
7063,TR849166,
7064,TR312465,
7065,TR633578,
7066,TR254973,Luchè
7067,TR308614,
7068,TR628011,
7069,TR981154,
7070,TR930382,Nitro
7071,TR755038,
7072,TR231096,
7073,TR855735,
7074,TR241547,
7075,TR852083,Tedua
7076,TR963657,
7077,TR933167,
7078,TR611561,
7079,TR114142,
7080,TR385492,Mecna
7081,TR673336,
7082,TR185142,
7083,TR149128,
7084,TR909168,
7085,TR708198,
7086,TR613997,
7087,TR734509,
7088,TR452841,
7089,TR408650,
7090,TR978049,
7091,TR200712,Geolier
7092,TR475447,
7093,TR522518,Marco Mengoni
7094,TR220820,Lazza
7095,TR839448,
7096,TR143986,
7097,TR854046,
7098,TR427078,
7099,TR213779,
7100,TR339723,
7101,TR786918,
7102,TR695168,Salmo
7103,TR412838,
7104,TR897725,
7105,TR717072,
7106,TR807380,
7107,TR716540,
7108,TR277754,
7109,TR612776,
7110,TR898158,Rkomi
7111,TR534237,Gaia
7112,TR534237,Guè
7113,TR577798,Chadia
