TextCodePK,N_Sentences,N_Tokens,Char_Per_Tok,Avg_Token_Per_Clause,Is_Explicit
6330,83.0,677.0,3.8279220779,5.0902255639,0
6331,47.0,379.0,4.3225806452,4.4588235294,1
6332,64.0,391.0,4.1033591731,5.2133333333,0
6333,47.0,369.0,4.0971428571,6.0491803279,0
6334,68.0,546.0,4.2495126706,5.4059405941,1
6335,57.0,527.0,3.641074856,5.4329896907,0
6336,29.0,404.0,4.262295082,6.0298507463,0
6337,56.0,368.0,3.893442623,3.8736842105,0
6338,40.0,373.0,4.0168067227,5.828125,1
6339,64.0,524.0,3.659043659,9.1929824561,1
6340,58.0,446.0,4.3952941176,5.5061728395,0
6341,78.0,604.0,4.1802426343,7.1904761905,1
6342,44.0,326.0,3.9309210526,5.9272727273,1
6343,55.0,480.0,3.9008438819,5.7831325301,0
6344,61.0,526.0,3.7825242718,5.6559139785,1
6345,33.0,247.0,4.0220264317,8.5172413793,0
6346,53.0,387.0,4.0946745562,5.6911764706,0
6347,49.0,292.0,4.1340996169,5.6153846154,0
6348,54.0,345.0,4.175074184,5.75,1
6349,26.0,152.0,4.1231884058,6.3333333333,0
6350,85.0,766.0,4.1343705799,6.7192982456,0
6351,63.0,478.0,4.0681818182,7.1343283582,1
6352,57.0,455.0,3.8372093023,6.2328767123,1
6353,51.0,436.0,3.8449074074,5.2530120482,1
6354,62.0,546.0,4.0039138943,8.9508196721,0
6355,108.0,568.0,4.0495575221,4.6557377049,1
6356,41.0,256.0,3.8008130081,7.7575757576,0
6357,38.0,245.0,4.3714285714,5.6976744186,0
6358,39.0,268.0,3.8408163265,5.36,0
6359,66.0,793.0,3.9850523169,5.3581081081,0
6360,25.0,417.0,4.3147632312,6.223880597,0
6361,55.0,291.0,4.381443299,5.9387755102,0
6362,74.0,381.0,4.1184210526,8.1063829787,0
6363,58.0,550.0,3.7088607595,6.3953488372,1
6364,55.0,431.0,3.9811320755,8.1320754717,1
6365,60.0,483.0,4.231092437,5.5517241379,1
6366,67.0,454.0,3.5704545455,5.8205128205,0
6367,85.0,634.0,4.4034810127,4.9921259843,1
6368,49.0,297.0,3.9717314488,6.0612244898,0
6369,74.0,622.0,3.5772058824,5.0983606557,0
6370,51.0,400.0,4.280839895,5.0,0
6371,84.0,615.0,3.7397034596,6.4736842105,0
6372,58.0,395.0,3.6253164557,5.8955223881,0
6373,50.0,273.0,4.3406593407,4.7894736842,1
6374,50.0,463.0,3.8963282937,5.4470588235,1
6375,52.0,366.0,4.6284153005,7.4693877551,0
6376,75.0,572.0,3.8939929329,4.6885245902,0
6377,56.0,418.0,3.9903846154,7.4642857143,1
6378,8.0,251.0,4.0281124498,4.8269230769,0
6379,56.0,454.0,4.1435406699,6.8787878788,0
6380,102.0,567.0,4.4188679245,6.1630434783,0
6381,46.0,344.0,4.3255131965,4.8450704225,0
6382,47.0,423.0,3.895631068,5.64,0
6383,28.0,214.0,4.0794392523,6.6875,0
6384,78.0,717.0,3.6461769115,5.0492957746,1
6385,79.0,398.0,3.7657894737,6.9824561404,1
6386,37.0,273.0,4.3656716418,9.1,1
6387,71.0,673.0,4.1319554849,5.8017241379,0
6388,49.0,384.0,4.1253263708,9.1428571429,1
6389,101.0,564.0,3.8048780488,5.5841584158,1
6390,53.0,470.0,3.7927927928,4.8453608247,0
6391,66.0,500.0,3.8076152305,3.6764705882,0
6392,61.0,578.0,3.4768089054,5.8979591837,0
6393,67.0,615.0,3.9876106195,8.2,0
6394,57.0,611.0,3.6490196078,5.7641509434,0
6395,50.0,397.0,3.9462915601,5.5138888889,1
6396,64.0,350.0,4.1700288184,6.4814814815,0
6397,63.0,458.0,4.7525252525,5.2045454545,1
6398,44.0,451.0,4.3333333333,6.3521126761,1
6399,49.0,453.0,3.56,5.0333333333,0
6400,89.0,466.0,4.0065789474,5.2954545455,0
6401,80.0,442.0,4.2466063348,6.90625,0
6402,39.0,338.0,4.3495440729,5.7288135593,0
6403,68.0,446.0,3.9842105263,7.0793650794,0
6404,69.0,538.0,3.8604206501,6.4047619048,1
6405,56.0,402.0,4.1276041667,5.7428571429,0
6406,79.0,494.0,3.8927125506,4.94,0
6407,74.0,447.0,3.8959276018,6.2957746479,0
6408,34.0,278.0,4.0,5.4509803922,0
6409,59.0,392.0,4.0489690722,5.0909090909,0
6410,59.0,421.0,4.3216216216,13.15625,1
6411,55.0,239.0,3.8487394958,4.8775510204,0
6412,49.0,477.0,4.3354297694,5.1290322581,0
6413,66.0,419.0,4.0618811881,4.8720930233,0
6414,55.0,401.0,3.8942065491,6.5737704918,0
6415,47.0,305.0,4.3053691275,5.0833333333,0
6416,52.0,473.0,3.9818594104,5.630952381,0
6417,37.0,217.0,4.1201923077,5.5641025641,0
6418,34.0,217.0,3.9619047619,7.2333333333,1
6419,50.0,310.0,3.8636363636,5.0819672131,0
6420,35.0,193.0,4.0220994475,5.6764705882,0
6421,41.0,379.0,4.0864864865,5.7424242424,0
6422,25.0,189.0,4.0837988827,6.0967741935,0
6423,58.0,505.0,3.9957537155,5.3723404255,0
6424,54.0,352.0,4.601744186,11.3548387097,0
6425,48.0,411.0,3.9041769042,6.5238095238,0
6426,39.0,312.0,3.8461538462,5.2881355932,1
6427,30.0,217.0,4.2009345794,7.0,0
6428,68.0,360.0,3.852367688,4.5,0
6429,91.0,381.0,4.2299465241,3.7722772277,0
6430,74.0,443.0,4.0574162679,6.0684931507,0
6431,96.0,310.0,4.6204620462,12.9166666667,0
6432,65.0,434.0,3.9320843091,5.4936708861,0
6433,25.0,383.0,3.8613333333,5.1756756757,1
6434,71.0,289.0,3.7598566308,5.5576923077,0
6435,55.0,393.0,3.8994708995,4.2717391304,0
6436,72.0,604.0,4.2243902439,15.1,1
6437,64.0,664.0,3.4864864865,8.7368421053,1
6438,68.0,581.0,4.1360381862,9.078125,1
6439,50.0,446.0,3.8410958904,9.4893617021,1
6440,55.0,353.0,4.4467353952,7.5106382979,1
6441,66.0,453.0,4.0572139303,11.325,0
6442,49.0,387.0,3.6301775148,6.046875,0
6443,99.0,744.0,3.9643463497,9.5384615385,1
6444,52.0,517.0,3.6696035242,6.3048780488,1
6445,59.0,452.0,4.0793269231,6.0266666667,1
6446,60.0,457.0,4.1277258567,12.0263157895,1
6447,56.0,423.0,3.5882352941,5.1585365854,0
6448,61.0,662.0,3.3333333333,6.1296296296,0
6449,63.0,536.0,3.6482939633,9.2413793103,1
6450,39.0,488.0,3.7816091954,9.9591836735,1
6451,63.0,445.0,3.43454039,8.2407407407,1
6452,54.0,431.0,3.8045685279,6.1571428571,1
6453,65.0,397.0,4.040247678,5.2236842105,1
6454,55.0,466.0,4.2103746398,11.0952380952,1
6455,51.0,324.0,4.1013513514,5.3114754098,0
6456,52.0,398.0,4.1444444444,6.6333333333,0
6457,53.0,522.0,3.3730337079,7.0540540541,1
6458,52.0,319.0,4.4482758621,4.4305555556,0
6459,70.0,479.0,4.6484375,9.2115384615,1
6460,57.0,489.0,3.9467312349,5.09375,1
6461,51.0,385.0,3.7257142857,5.2739726027,1
6462,13.0,148.0,4.034965035,7.0476190476,1
6463,47.0,381.0,3.7696629213,5.953125,1
6464,58.0,422.0,3.6885714286,6.59375,1
6465,78.0,815.0,3.8392857143,8.7634408602,1
6466,55.0,501.0,4.0313152401,6.4230769231,1
6467,58.0,587.0,3.960502693,5.6442307692,1
6468,51.0,416.0,4.0656167979,6.0289855072,1
6469,72.0,746.0,3.5505617978,14.0754716981,1
6470,60.0,600.0,4.0797266515,11.1111111111,1
6471,62.0,574.0,4.0575139147,5.3148148148,0
6472,77.0,767.0,4.0061068702,5.6814814815,0
6473,75.0,475.0,3.7892473118,6.6901408451,1
6474,81.0,878.0,3.8118421053,8.1296296296,1
6475,86.0,683.0,4.0049019608,7.1145833333,1
6476,63.0,559.0,3.8977955912,6.6547619048,1
6477,84.0,700.0,3.9756521739,7.6086956522,1
6478,46.0,386.0,4.0171919771,8.976744186,1
6479,78.0,791.0,3.9660265879,8.414893617,1
6480,86.0,667.0,3.9681020734,7.0957446809,1
6481,58.0,476.0,3.9246575342,5.0105263158,1
6482,94.0,772.0,3.8125,6.4333333333,0
6483,72.0,616.0,4.1111111111,8.2133333333,1
6484,100.0,736.0,3.7338345865,8.2696629213,1
6485,75.0,561.0,4.1436781609,4.675,0
6486,47.0,410.0,3.9972451791,5.6164383562,0
6487,50.0,452.0,4.1940298507,6.5507246377,1
6488,68.0,568.0,3.8245614035,6.6046511628,1
6489,95.0,654.0,3.6303972366,5.6379310345,1
6490,53.0,421.0,3.8725,6.0142857143,0
6491,68.0,470.0,4.1581395349,6.7142857143,1
6492,69.0,634.0,4.0037593985,6.0961538462,0
6493,62.0,592.0,4.0017825312,6.1030927835,1
6494,49.0,516.0,4.0221238938,6.88,1
6495,84.0,556.0,3.8891089109,9.2666666667,1
6496,94.0,862.0,3.6608811749,6.8412698413,1
6497,58.0,406.0,4.0388888889,5.2051282051,1
6498,63.0,629.0,3.8514285714,8.9857142857,1
6499,58.0,360.0,4.0664739884,5.0,1
6500,74.0,673.0,3.9641693811,6.3490566038,1
6501,52.0,458.0,4.1788990826,5.725,1
6502,84.0,749.0,4.0966719493,7.5656565657,1
6503,63.0,481.0,3.9416846652,6.4133333333,0
6504,71.0,592.0,3.7374517375,6.1030927835,1
6505,77.0,639.0,3.8501805054,6.7978723404,1
6506,67.0,500.0,4.1538461538,6.0975609756,1
6507,74.0,522.0,3.8665338645,7.4571428571,1
6508,77.0,568.0,3.773308958,5.8556701031,0
6509,59.0,501.0,3.92,5.9642857143,1
6510,93.0,748.0,3.9835255354,8.2197802198,1
6511,60.0,524.0,4.2052845528,4.9904761905,0
6512,77.0,521.0,4.0261044177,5.1078431373,1
6513,64.0,589.0,3.9567779961,7.75,1
6514,69.0,556.0,3.698,5.504950495,0
6515,61.0,507.0,3.8966346154,10.7872340426,1
6516,66.0,559.0,4.030651341,5.7628865979,1
6517,62.0,652.0,3.9153543307,10.0307692308,1
6518,82.0,541.0,3.9326530612,5.8172043011,1
6519,59.0,302.0,4.2411347518,9.1515151515,0
6520,65.0,560.0,4.3872255489,6.8292682927,1
6521,51.0,513.0,3.6624737945,5.6373626374,0
6522,62.0,490.0,4.0259179266,5.9036144578,1
6523,60.0,419.0,3.9256410256,5.4415584416,0
6524,88.0,745.0,4.1803519062,6.7727272727,1
6525,65.0,633.0,3.9847619048,8.0126582278,1
6526,64.0,574.0,4.2381889764,5.2181818182,1
6527,62.0,575.0,3.9220272904,6.0526315789,1
6528,78.0,734.0,3.9133986928,6.4385964912,1
6529,57.0,558.0,3.9440993789,6.7228915663,1
6530,61.0,518.0,3.8908296943,7.2957746479,1
6531,48.0,411.0,4.1195335277,8.387755102,1
6532,9.0,105.0,4.7551020408,4.7727272727,0
6533,48.0,495.0,3.7232142857,5.9638554217,1
6534,59.0,488.0,4.0639269406,6.1772151899,0
6535,55.0,491.0,3.9509803922,6.7260273973,1
6536,57.0,635.0,3.9813242784,6.1057692308,1
6537,48.0,442.0,3.9582309582,6.1388888889,0
6538,47.0,311.0,3.9543726236,6.9111111111,0
6539,58.0,564.0,4.2062256809,7.05,1
6540,63.0,676.0,4.0141843972,6.5631067961,1
6541,19.0,200.0,3.612716763,9.5238095238,1
6542,39.0,302.0,4.021978022,6.7111111111,1
6543,67.0,502.0,4.2277657267,6.7837837838,0
6544,57.0,726.0,3.7156704362,6.4821428571,1
6545,38.0,247.0,4.2645502646,9.88,0
6546,45.0,428.0,4.094488189,8.7346938776,1
6547,30.0,312.0,3.8377358491,9.4545454545,1
6548,47.0,376.0,4.139275766,7.2307692308,1
6549,20.0,169.0,4.0559440559,8.8947368421,0
6550,59.0,535.0,4.1938579655,6.4457831325,0
6551,39.0,436.0,4.0240384615,7.649122807,1
6552,54.0,412.0,4.3607427056,8.0784313725,1
6553,80.0,508.0,3.9173228346,4.6181818182,1
6554,21.0,167.0,4.2328767123,6.4230769231,1
6555,50.0,408.0,3.9546599496,5.037037037,1
6556,34.0,309.0,4.1107266436,6.7173913043,0
6557,74.0,329.0,4.4346405229,7.0,1
6558,55.0,477.0,3.9837587007,5.3,1
6559,14.0,96.0,3.75,8.0,1
6560,59.0,514.0,3.9737991266,6.1927710843,1
6561,92.0,888.0,3.8258575198,8.6213592233,1
6562,63.0,580.0,3.8495762712,9.0625,1
6563,43.0,381.0,4.128440367,8.2826086957,0
6564,53.0,454.0,4.1577669903,6.0533333333,0
6565,79.0,608.0,4.0,9.2121212121,1
6566,77.0,635.0,4.0194552529,7.8395061728,1
6567,53.0,505.0,3.962529274,7.7692307692,1
6568,77.0,814.0,3.9412628488,8.9450549451,1
6569,64.0,454.0,3.8985507246,6.2191780822,0
6570,83.0,751.0,4.1683006536,8.7325581395,1
6571,58.0,514.0,3.9245689655,6.0470588235,1
6572,64.0,604.0,3.9647058824,7.023255814,1
6573,51.0,518.0,4.0958605664,6.8157894737,0
6574,57.0,497.0,3.7582159624,7.765625,1
6575,52.0,466.0,3.7175141243,8.9615384615,1
6576,51.0,524.0,3.4338235294,9.5272727273,1
6577,56.0,592.0,4.238,6.1666666667,0
6578,72.0,576.0,4.0756646217,7.5789473684,1
6579,60.0,512.0,3.806741573,6.1686746988,0
6580,44.0,448.0,4.0178117048,6.6865671642,1
6581,51.0,454.0,3.7512077295,6.0533333333,1
6582,74.0,679.0,3.9821109123,6.8585858586,0
6583,62.0,539.0,4.179916318,8.421875,1
6584,70.0,630.0,4.1663652803,6.0576923077,1
6585,76.0,797.0,3.995447648,11.7205882353,1
6586,60.0,551.0,4.2876190476,6.6385542169,1
6587,65.0,633.0,3.9578754579,6.7340425532,1
6588,53.0,447.0,4.0192771084,7.7068965517,0
6589,45.0,348.0,4.1850649351,9.4054054054,0
6590,89.0,680.0,3.8848080134,6.8,1
6591,55.0,654.0,3.7458333333,12.8235294118,1
6592,69.0,716.0,4.0577557756,8.4235294118,1
6593,72.0,694.0,3.8728139905,7.1546391753,1
6594,43.0,557.0,3.7055961071,7.9571428571,1
6595,54.0,573.0,4.0089686099,6.5862068966,1
6596,63.0,645.0,4.1357388316,11.7272727273,1
6597,36.0,385.0,3.711815562,7.4038461538,1
6598,43.0,346.0,4.108974359,9.6111111111,0
6599,76.0,719.0,4.0959409594,6.8476190476,1
6600,46.0,488.0,3.7115384615,7.8709677419,1
6601,90.0,784.0,4.0028860029,8.0,1
6602,82.0,586.0,3.5212569316,5.86,0
6603,12.0,60.0,4.1764705882,30.0,0
6604,39.0,433.0,3.7114427861,7.8727272727,1
6605,97.0,892.0,3.834625323,8.1834862385,1
6606,61.0,251.0,4.0769230769,5.1224489796,1
6607,53.0,608.0,3.7765726681,8.3287671233,1
6608,74.0,445.0,3.6331775701,4.7340425532,0
6609,88.0,590.0,3.8529411765,6.7045454545,1
6610,55.0,453.0,3.8786407767,50.3333333333,1
6611,48.0,347.0,3.7235294118,6.5471698113,1
6612,46.0,213.0,4.3521126761,4.1764705882,0
6613,30.0,196.0,3.5215053763,6.5333333333,0
6614,28.0,194.0,4.3264248705,4.619047619,0
6615,36.0,171.0,4.0941176471,4.6216216216,0
6616,37.0,353.0,4.2201257862,13.5769230769,1
6617,39.0,299.0,3.9963636364,33.2222222222,1
6618,99.0,968.0,4.0402597403,8.4173913043,0
6619,1.0,11.0,7.2222222222,0.0,0
6620,58.0,449.0,4.6313253012,6.1506849315,1
6621,49.0,459.0,4.1531322506,5.5301204819,1
6622,70.0,455.0,4.045045045,4.4174757282,0
6623,96.0,830.0,4.3019607843,6.0583941606,1
6624,54.0,494.0,4.1141649049,5.4285714286,0
6625,52.0,506.0,4.0786749482,5.3263157895,0
6626,65.0,444.0,3.8528678304,4.9887640449,0
6627,43.0,299.0,3.9618055556,4.9833333333,1
6628,85.0,410.0,3.7705735661,6.0294117647,0
6629,150.0,907.0,3.9114642452,4.876344086,1
6630,72.0,621.0,4.0840197694,5.9711538462,1
6631,104.0,842.0,3.8660049628,6.2835820896,1
6632,50.0,427.0,3.8337595908,9.085106383,1
6633,58.0,492.0,3.9042769857,5.347826087,1
6634,58.0,409.0,3.8655256724,5.3815789474,0
6635,59.0,256.0,3.9407114625,5.5652173913,1
6636,37.0,546.0,4.2258687259,5.25,1
6637,48.0,343.0,4.1195335277,5.4444444444,0
6638,51.0,474.0,3.7927927928,4.8865979381,0
6639,48.0,390.0,4.0259067358,7.8,0
6640,57.0,453.0,3.9553571429,6.6617647059,1
6641,41.0,268.0,3.9723320158,5.2549019608,0
6642,38.0,352.0,4.1288343558,5.3333333333,0
6643,60.0,482.0,4.1010989011,6.2597402597,1
6644,75.0,731.0,3.8584474886,6.4122807018,1
6645,54.0,447.0,3.9727272727,5.5185185185,0
6646,42.0,354.0,3.843373494,5.53125,1
6647,45.0,398.0,3.704109589,5.9402985075,0
6648,65.0,416.0,4.1081730769,4.9523809524,0
6649,36.0,287.0,4.0513833992,9.5666666667,0
6650,63.0,438.0,4.1417322835,5.2771084337,0
6651,52.0,414.0,3.6443850267,4.9285714286,1
6652,47.0,411.0,3.945,6.85,0
6653,62.0,557.0,3.9347826087,5.6836734694,0
6654,58.0,563.0,4.054446461,5.3619047619,0
6655,53.0,422.0,4.072319202,5.5526315789,0
6656,18.0,70.0,3.5147058824,5.8333333333,0
6657,44.0,342.0,4.1538461538,7.7727272727,0
6658,54.0,505.0,4.0226804124,6.7333333333,1
6659,84.0,642.0,4.0661764706,5.7321428571,0
6660,63.0,538.0,4.0730337079,5.7234042553,0
6661,60.0,477.0,4.1973684211,6.5342465753,1
6662,97.0,506.0,3.843373494,4.9126213592,0
6663,52.0,505.0,3.7970711297,4.8095238095,1
6664,63.0,431.0,3.7382075472,7.0655737705,0
6665,68.0,466.0,4.3302540416,4.7070707071,0
6666,67.0,519.0,4.2544031311,6.4875,1
6667,26.0,270.0,4.168,5.8695652174,1
6668,32.0,253.0,4.0711462451,7.4411764706,0
6669,47.0,268.0,3.9962546816,4.701754386,0
6670,42.0,387.0,3.7459893048,5.8636363636,1
6671,34.0,271.0,4.2272727273,6.0222222222,1
6672,46.0,466.0,4.0529953917,6.2133333333,1
6673,79.0,666.0,4.374617737,6.7959183673,1
6674,56.0,468.0,3.9102564103,4.9263157895,1
6675,52.0,500.0,4.0487804878,4.854368932,1
6676,64.0,587.0,4.1713747646,7.1585365854,0
6677,47.0,374.0,4.0028089888,4.7948717949,1
6678,59.0,451.0,4.3082039911,5.369047619,1
6679,25.0,299.0,4.0983050847,5.75,0
6680,97.0,795.0,3.9406565657,6.2109375,0
6681,66.0,564.0,4.0017730496,5.320754717,0
6682,76.0,409.0,4.0100502513,4.869047619,0
6683,54.0,425.0,4.08,5.1829268293,0
6684,48.0,388.0,4.1881443299,5.5428571429,1
6685,20.0,393.0,4.1162790698,6.6610169492,0
6686,47.0,394.0,3.8984771574,5.397260274,1
6687,48.0,275.0,4.1240875912,6.875,0
6688,88.0,559.0,3.7967806841,5.6464646465,0
6689,46.0,289.0,4.1591695502,6.5681818182,0
6690,50.0,393.0,3.9291338583,4.9746835443,0
6691,59.0,516.0,4.1317365269,5.9310344828,1
6692,57.0,324.0,4.0371621622,5.7857142857,0
6693,80.0,672.0,4.0438729198,4.6344827586,1
6694,32.0,352.0,4.0297619048,6.2857142857,0
6695,57.0,507.0,4.403960396,6.5844155844,1
6696,45.0,507.0,3.4618736383,5.07,0
6697,65.0,281.0,3.8772563177,5.7346938776,0
6698,51.0,514.0,3.9271653543,5.5869565217,0
6699,54.0,422.0,4.0375335121,7.5357142857,1
6700,52.0,244.0,4.2057613169,4.0,0
6701,114.0,568.0,3.9408396947,4.8965517241,1
6702,57.0,527.0,4.3499043977,5.9213483146,1
6703,68.0,318.0,3.9383116883,4.5428571429,1
6704,44.0,382.0,3.9033149171,5.1621621622,0
6705,56.0,529.0,4.0268456376,7.1486486486,0
6706,70.0,588.0,4.193877551,4.6299212598,1
6707,82.0,346.0,4.563583815,4.4935064935,0
6708,46.0,271.0,4.4032258065,5.8913043478,0
6709,58.0,310.0,4.0199335548,5.7407407407,0
6710,54.0,359.0,3.7914110429,5.5230769231,1
6711,83.0,407.0,4.1924050633,7.2678571429,0
6712,32.0,227.0,3.9315068493,7.5666666667,0
6713,87.0,422.0,3.8720379147,5.275,0
6714,81.0,536.0,3.9980806142,5.4693877551,0
6715,45.0,324.0,4.0416666667,7.5348837209,0
6716,48.0,384.0,3.9790026247,5.8181818182,1
6717,46.0,497.0,4.0833333333,6.2911392405,0
6718,71.0,633.0,3.9232081911,6.3939393939,1
6719,71.0,539.0,3.7967806841,5.4444444444,0
6720,55.0,470.0,3.8469135802,5.2808988764,0
6721,50.0,408.0,3.7639593909,6.6885245902,0
6722,50.0,426.0,3.8309859155,5.3924050633,1
6723,9.0,464.0,3.881773399,6.025974026,0
6724,27.0,287.0,3.946969697,5.3148148148,0
6725,16.0,126.0,4.3486238532,6.0,0
6726,40.0,218.0,4.2835820896,5.5897435897,0
6727,48.0,306.0,4.160130719,4.4347826087,1
6728,65.0,364.0,4.2288135593,6.1694915254,0
6729,30.0,315.0,4.1746575342,6.847826087,0
6730,83.0,470.0,3.7274725275,5.2222222222,1
6731,54.0,310.0,4.0723684211,5.4385964912,0
6732,41.0,376.0,3.8925373134,6.1639344262,1
6733,59.0,238.0,4.1729957806,5.6666666667,0
6734,57.0,439.0,3.9643765903,4.5729166667,1
6735,56.0,416.0,3.9725,5.8591549296,1
6736,21.0,90.0,3.9333333333,8.1818181818,0
6737,45.0,255.0,3.92,5.9302325581,0
6738,30.0,573.0,4.0546875,6.987804878,1
6739,44.0,380.0,3.4662756598,5.671641791,0
6740,89.0,425.0,3.7360774818,4.1666666667,1
6741,52.0,214.0,4.5714285714,3.7543859649,0
6742,73.0,570.0,4.1967509025,6.0638297872,1
6743,111.0,665.0,3.7588871716,6.1009174312,0
6744,34.0,329.0,4.2024539877,6.8541666667,0
6745,74.0,430.0,4.2776412776,5.8108108108,0
6746,47.0,442.0,3.9817351598,5.0804597701,0
6747,64.0,303.0,3.9326599327,5.224137931,0
6748,25.0,197.0,4.3641618497,6.15625,0
6749,49.0,383.0,3.8563685637,4.5595238095,0
6750,53.0,321.0,3.7570093458,4.652173913,0
6751,55.0,440.0,4.0579710145,5.5696202532,1
6752,63.0,319.0,4.0480769231,5.9074074074,0
6753,70.0,568.0,3.9358490566,6.0425531915,0
6754,34.0,437.0,3.824120603,8.568627451,0
6755,63.0,246.0,4.3319502075,6.6486486486,0
6756,21.0,182.0,4.1853932584,5.6875,1
6757,35.0,229.0,4.3828828829,6.1891891892,0
6758,32.0,301.0,4.2344322344,5.375,0
6759,103.0,615.0,3.7453936348,6.40625,0
6760,11.0,47.0,4.3043478261,6.7142857143,0
6761,65.0,422.0,4.2584541063,5.5526315789,0
6762,27.0,373.0,3.8987341772,6.6607142857,0
6763,36.0,310.0,4.0542372881,5.4385964912,0
6764,37.0,235.0,3.5837104072,7.34375,0
6765,39.0,333.0,4.1886792453,5.6440677966,0
6766,102.0,279.0,4.3799283154,4.8947368421,0
6767,57.0,383.0,4.2263157895,6.3833333333,0
6768,28.0,333.0,4.0841423948,6.0545454545,0
6769,80.0,474.0,3.8520084567,6.2368421053,0
6770,63.0,397.0,3.9823677582,4.3152173913,0
6771,48.0,460.0,3.6784037559,6.4788732394,0
6772,54.0,308.0,4.16,5.0491803279,1
6773,105.0,591.0,3.7245841035,6.15625,0
6774,39.0,379.0,4.2363112392,4.9220779221,1
6775,50.0,250.0,4.1958333333,7.5757575758,0
6776,80.0,367.0,3.7142857143,5.0972222222,0
6777,76.0,337.0,4.1676646707,5.7118644068,0
6778,59.0,366.0,3.856741573,4.1123595506,0
6779,60.0,376.0,3.8522727273,5.1506849315,0
6780,81.0,558.0,4.0930693069,6.975,0
6781,49.0,332.0,3.9003021148,7.2173913043,0
6782,44.0,362.0,3.9085365854,6.7037037037,0
6783,58.0,419.0,3.9111111111,5.6621621622,0
6784,63.0,318.0,4.0897435897,6.2352941176,0
6785,44.0,292.0,3.847826087,5.4074074074,0
6786,31.0,279.0,3.996124031,4.2923076923,0
6787,48.0,390.0,3.7551020408,4.9367088608,1
6788,63.0,508.0,3.9859943978,8.0634920635,1
6789,85.0,665.0,4.1638297872,9.1095890411,1
6790,109.0,738.0,4.1877934272,6.2016806723,1
6791,47.0,614.0,4.0277136259,9.9032258065,1
6792,99.0,919.0,3.9447852761,5.7080745342,1
6793,108.0,798.0,4.0608552632,5.9552238806,1
6794,80.0,747.0,3.6912028725,11.3181818182,1
6795,96.0,839.0,3.8934550989,6.9916666667,1
6796,59.0,730.0,4.1612903226,8.021978022,1
6797,58.0,460.0,4.0178041543,7.6666666667,1
6798,85.0,1029.0,3.9070063694,8.4344262295,1
6799,95.0,837.0,4.0274566474,6.5905511811,1
6800,64.0,506.0,4.3686746988,7.3333333333,1
6801,71.0,536.0,3.8574712644,7.1466666667,1
6802,57.0,492.0,3.9198966408,10.4680851064,1
6803,76.0,721.0,4.0567375887,8.1931818182,1
6804,53.0,435.0,3.8580060423,7.7678571429,1
6805,60.0,531.0,3.9605263158,7.375,1
6806,67.0,548.0,4.3110047847,7.4054054054,1
6807,62.0,407.0,4.2614942529,7.8269230769,1
6808,91.0,802.0,3.7791798107,6.9739130435,1
6809,60.0,736.0,3.9317773788,8.7619047619,1
6810,54.0,464.0,4.2604422604,7.0303030303,1
6811,83.0,780.0,4.0522765599,8.7640449438,1
6812,56.0,608.0,4.0561797753,7.6962025316,1
6813,92.0,762.0,3.8023648649,8.8604651163,1
6814,55.0,425.0,4.1246376812,7.2033898305,1
6815,107.0,666.0,4.5268022181,6.5940594059,1
6816,89.0,880.0,3.8127544098,5.6050955414,1
6817,59.0,581.0,4.0245901639,9.2222222222,1
6818,92.0,908.0,3.9664804469,7.5666666667,1
6819,65.0,456.0,3.9083969466,9.7021276596,0
6820,52.0,456.0,3.9171270718,8.9411764706,1
6821,95.0,985.0,4.0874831763,12.7922077922,1
6822,58.0,547.0,4.262755102,10.5192307692,1
6823,113.0,799.0,3.8693098385,6.7142857143,1
6824,49.0,581.0,4.1586538462,8.4202898551,1
6825,40.0,363.0,4.0296296296,9.5526315789,1
6826,43.0,442.0,4.1376404494,8.0363636364,1
6827,60.0,597.0,3.9528907923,7.5569620253,1
6828,68.0,636.0,3.7510638298,9.3529411765,1
6829,68.0,710.0,3.4822695035,12.6785714286,1
6830,67.0,569.0,3.9347826087,9.8103448276,1
6831,53.0,405.0,3.9829059829,6.6393442623,0
6832,45.0,381.0,3.5841924399,6.8035714286,1
6833,63.0,555.0,3.4194214876,11.3265306122,1
6834,53.0,540.0,3.7656612529,14.5945945946,1
6835,91.0,724.0,3.6897546898,19.5675675676,1
6836,102.0,683.0,4.1979166667,8.7564102564,1
6837,64.0,541.0,4.1744186047,9.3275862069,1
6838,53.0,506.0,4.2796833773,6.8378378378,1
6839,65.0,533.0,3.6666666667,4.8899082569,1
6840,51.0,562.0,3.7661469933,7.2051282051,1
6841,35.0,308.0,4.0855855856,8.8,1
6842,80.0,581.0,4.0468468468,5.2342342342,1
6843,50.0,364.0,3.8882175227,8.6666666667,1
6844,91.0,745.0,3.7814871017,7.5252525253,1
6845,89.0,790.0,3.8224582701,6.4227642276,1
6846,45.0,395.0,4.0626959248,7.1818181818,1
6847,25.0,212.0,4.0,6.8387096774,1
6848,73.0,647.0,3.7952755906,12.6862745098,1
6849,42.0,387.0,4.1797101449,6.7894736842,1
6850,31.0,233.0,4.2848837209,8.0344827586,1
6851,55.0,682.0,3.7437858509,12.4,1
6852,60.0,477.0,3.9680851064,4.8181818182,1
6853,52.0,553.0,3.7242105263,5.5858585859,1
6854,26.0,178.0,3.9719101124,6.5925925926,1
6855,36.0,419.0,3.8473520249,9.1086956522,1
